序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2010/09/30,松山,4.0,0.42,394.56,28.5,33,18,14.0,24.13,4.08,20.05,2.064,0.125,1.94,25.97,83.62,31.0
2,臺北市,2010/09/30,古亭,1.8,0.5,-,27.4,34,26,13.0,25.9,5.83,20.07,2.115,0.136,1.98,27.2,86.19,31.0
3,臺北市,2010/09/30,中山,2.5,0.61,-,25.3,27,20,20.0,27.63,6.33,21.3,2.12,0.177,1.94,26.95,83.85,28.0
4,臺北市,2010/09/30,大同,2.3,1.3,-,-,-,32,18.0,56.05,27.1,28.95,2.474,0.48,1.99,-,-,32.0
5,臺北市,2010/09/30,萬華,2.1,0.47,-,25.0,29,17,12.0,25.65,5.51,20.14,-,-,-,26.64,82.74,28.0
6,臺北市,2010/09/30,陽明,1.3,0.19,383.49,40.4,44,5,4.0,1.96,0.54,1.4,-,-,-,19.11,99.36,38.0
7,臺北市,2010/09/30,士林,1.1,0.28,-,38.0,42,17,9.0,10.54,2.26,8.28,-,-,-,27.14,79.6,37.0
8,臺北市,2010/09/29,松山,2.8,0.45,394.52,26.1,30,21,16.0,26.06,4.92,21.13,2.1,0.135,1.97,27.22,78.13,40.0
9,臺北市,2010/09/29,古亭,2.0,0.51,-,26.0,31,25,13.0,25.3,6.98,18.32,2.132,0.161,1.97,27.84,81.58,43.0
10,臺北市,2010/09/29,中山,4.2,0.59,-,24.3,29,23,20.0,28.81,8.14,20.67,2.114,0.174,1.94,27.88,77.16,37.0
11,臺北市,2010/09/29,大同,4.2,1.3,-,-,-,28,19.0,54.72,28.57,26.15,2.482,0.499,1.98,-,-,28.0
12,臺北市,2010/09/29,萬華,3.6,0.48,-,23.2,28,20,15.0,25.31,6.32,18.99,-,-,-,27.41,77.31,36.0
13,臺北市,2010/09/29,陽明,1.0,0.18,382.96,35.6,39,8,6.0,1.98,0.44,1.53,-,-,-,19.26,98.37,41.0
14,臺北市,2010/09/29,士林,2.1,0.27,-,34.9,40,18,12.0,10.4,2.6,7.8,-,-,-,28.05,72.53,43.0
15,臺北市,2010/09/28,松山,2.2,0.4,393.78,23.9,32,22,17.0,26.28,7.19,19.09,2.107,0.147,1.96,28.19,67.93,42.0
16,臺北市,2010/09/28,古亭,1.5,0.43,-,25.8,29,31,16.0,24.19,7.13,17.06,2.078,0.13,1.95,29.18,68.96,42.0
17,臺北市,2010/09/28,中山,3.2,0.55,-,22.4,27,25,21.0,28.5,8.42,20.08,2.111,0.172,1.94,28.77,67.91,39.0
18,臺北市,2010/09/28,大同,2.8,0.99,-,-,-,29,20.0,48.94,24.16,24.78,2.364,0.384,1.98,-,-,29.0
19,臺北市,2010/09/28,萬華,2.1,0.44,-,20.5,24,23,17.0,28.29,8.42,19.87,-,-,-,28.37,67.57,35.0
20,臺北市,2010/09/28,陽明,1.5,0.15,381.0,36.4,49,7,6.0,3.17,1.65,1.53,-,-,-,20.08,88.26,50.0
21,臺北市,2010/09/28,士林,2.1,0.24,-,34.1,43,33,12.0,11.76,3.02,8.73,-,-,-,27.81,67.19,46.0
22,臺北市,2010/09/27,松山,3.5,0.61,413.18,33.1,73,47,36.0,40.95,9.42,31.53,2.341,0.241,2.1,28.39,69.36,96.0
23,臺北市,2010/09/27,古亭,2.9,0.63,-,41.1,87,55,30.0,28.54,5.51,23.03,2.252,0.228,2.02,28.75,73.83,111.0
24,臺北市,2010/09/27,中山,3.9,0.75,-,33.1,70,52,41.0,38.83,8.62,30.21,2.299,0.268,2.03,29.01,69.74,89.0
25,臺北市,2010/09/27,大同,4.1,1.65,-,-,-,54,37.0,63.89,29.43,34.46,2.738,0.641,2.1,-,-,52.0
26,臺北市,2010/09/27,萬華,3.2,0.63,-,30.9,69,41,31.0,30.66,5.74,24.93,-,-,-,28.63,69.03,85.0
27,臺北市,2010/09/27,陽明,2.8,0.23,391.51,52.4,61,25,25.0,3.91,1.21,2.7,-,-,-,20.15,93.8,60.0
28,臺北市,2010/09/27,士林,3.8,0.44,-,46.2,81,55,32.0,17.02,2.08,14.93,-,-,-,28.75,71.34,91.0
29,臺北市,2010/09/26,松山,2.3,0.39,394.89,29.8,42,26,19.0,25.24,5.38,19.85,2.079,0.123,1.96,28.87,64.96,59.0
30,臺北市,2010/09/26,古亭,1.9,0.43,-,32.4,51,32,16.0,20.82,4.25,16.57,2.108,0.126,1.98,29.32,71.03,59.0
31,臺北市,2010/09/26,中山,2.7,0.5,-,30.9,45,29,23.0,25.93,5.84,20.09,2.101,0.16,1.94,29.38,66.02,53.0
32,臺北市,2010/09/26,大同,3.3,1.26,-,-,-,32,19.0,53.21,25.55,27.66,2.434,0.425,2.01,-,-,32.0
33,臺北市,2010/09/26,萬華,2.4,0.45,-,30.1,46,29,18.0,22.94,4.25,18.69,-,-,-,28.96,66.63,52.0
34,臺北市,2010/09/26,陽明,2.8,0.17,388.95,44.0,62,14,11.0,3.82,0.92,2.9,-,-,-,20.44,93.6,62.0
35,臺北市,2010/09/26,士林,2.1,0.34,-,40.1,57,40,14.0,13.31,1.33,11.98,-,-,-,28.96,68.16,63.0
36,臺北市,2010/09/25,松山,3.5,0.38,395.27,27.7,43,36,19.0,23.54,4.77,18.76,2.145,0.151,1.99,26.74,72.36,42.0
37,臺北市,2010/09/25,古亭,2.8,0.42,-,31.7,45,37,18.0,24.64,5.81,18.83,2.113,0.121,1.99,27.65,74.33,45.0
38,臺北市,2010/09/25,中山,3.5,0.55,-,25.1,38,35,24.0,31.04,8.91,22.14,2.174,0.196,1.98,27.54,70.94,37.0
39,臺北市,2010/09/25,大同,2.9,1.1,-,-,-,39,22.0,53.74,23.87,29.87,2.457,0.438,2.02,-,-,39.0
40,臺北市,2010/09/25,萬華,2.4,0.42,-,26.2,38,28,16.0,28.09,6.32,21.77,-,-,-,27.21,69.86,37.0
41,臺北市,2010/09/25,陽明,1.9,0.13,387.16,40.4,46,12,10.0,2.41,0.58,1.8,-,-,-,18.69,92.99,41.0
42,臺北市,2010/09/25,士林,2.2,0.33,-,33.6,47,40,15.0,12.87,1.19,11.67,-,-,-,27.3,71.2,51.0
43,臺北市,2010/09/24,松山,0.9,0.48,393.78,23.2,26,21,16.0,37.48,8.54,28.93,2.134,0.169,1.97,24.66,86.6,30.0
44,臺北市,2010/09/24,古亭,1.4,0.48,-,27.7,33,25,16.0,28.12,6.09,22.03,2.102,0.147,1.96,25.57,87.55,32.0
45,臺北市,2010/09/24,中山,2.1,0.68,-,22.4,30,23,19.0,35.75,10.29,25.47,2.148,0.212,1.94,25.56,83.61,30.0
46,臺北市,2010/09/24,大同,2.7,1.67,-,-,-,29,20.0,80.61,45.91,34.71,2.656,0.653,2.0,-,-,29.0
