序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2008/10/31,松山,5.1,0.66,412.72,30.1,60,59,38.0,32.7,6.38,26.32,2.225,0.281,1.94,27.18,74.38,90.0
2,臺北市,2008/10/31,古亭,5.1,0.76,-,31.6,63,58,35.0,34.95,7.89,27.06,2.274,0.311,1.96,-,-,83.0
3,臺北市,2008/10/31,中山,6.3,0.93,-,26.1,55,66,50.0,48.19,13.48,34.72,2.469,0.416,2.05,26.89,74.53,90.0
4,臺北市,2008/10/31,萬華,5.2,0.78,-,29.4,59,55,42.0,30.7,5.54,25.15,-,-,-,27.22,75.45,86.0
5,臺北市,2008/10/31,陽明,1.9,0.21,381.12,39.3,44,18,15.0,4.52,1.36,3.18,-,-,-,21.43,80.3,38.0
6,臺北市,2008/10/31,士林,5.1,0.5,-,32.0,50,56,33.0,25.53,7.11,18.42,-,-,-,27.09,74.8,53.0
7,臺北市,2008/10/30,松山,5.7,1.03,435.57,27.6,72,66,46.0,49.89,16.07,33.81,2.658,0.485,2.17,27.15,75.87,121.0
8,臺北市,2008/10/30,古亭,5.0,1.02,-,34.1,86,72,45.0,43.03,10.82,32.21,2.475,0.424,2.05,-,-,112.0
9,臺北市,2008/10/30,中山,6.4,1.44,-,25.0,65,90,64.0,74.14,25.04,49.1,2.902,0.661,2.24,26.99,74.57,80.0
10,臺北市,2008/10/30,萬華,4.8,1.06,-,37.7,85,71,49.0,40.9,7.91,32.99,-,-,-,27.3,75.45,98.0
11,臺北市,2008/10/30,陽明,1.9,0.3,379.79,48.4,64,26,21.0,5.84,0.5,5.36,-,-,-,21.57,81.0,65.0
12,臺北市,2008/10/30,士林,4.2,0.74,-,35.9,73,69,45.0,29.51,5.65,23.86,-,-,-,26.8,76.3,92.0
