序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2011/09/30,松山,3.8,0.46,402.67,23.0,37,48,31.0,25.15,4.22,20.94,2.156,0.248,1.91,27.4,77.12,48.0
2,臺北市,2011/09/30,古亭,4.7,0.57,-,23.8,45,55,37.0,31.07,5.85,25.22,2.169,0.232,1.94,28.68,82.48,54.0
3,臺北市,2011/09/30,中山,3.5,0.7,-,19.4,32,65,38.0,37.16,10.13,27.03,2.204,0.267,1.94,28.81,78.53,58.0
4,臺北市,2011/09/30,大同,4.9,1.52,-,-,-,52,36.0,56.39,28.87,27.52,2.657,0.59,2.07,-,-,51.0
5,臺北市,2011/09/30,萬華,3.9,0.57,-,19.4,35,46,33.0,33.39,6.9,26.49,-,-,-,29.58,78.53,46.0
6,臺北市,2011/09/30,陽明,1.4,0.09,395.33,35.9,40,14,11.0,3.93,0.91,3.02,-,-,-,21.78,96.87,42.0
7,臺北市,2011/09/30,士林,3.4,0.31,-,26.7,39,44,28.0,16.33,2.26,14.07,-,-,-,28.39,75.07,44.0
8,臺北市,2011/09/29,松山,5.0,0.65,415.14,39.0,85,51,35.0,33.5,6.93,26.57,2.3,0.298,2.0,30.3,65.73,118.0
9,臺北市,2011/09/29,古亭,4.7,0.68,-,37.0,83,54,34.0,32.07,6.95,25.12,2.211,0.259,1.95,30.65,71.35,121.0
10,臺北市,2011/09/29,中山,4.4,0.81,-,31.7,69,66,36.0,40.67,11.38,29.29,2.312,0.326,1.99,30.85,67.52,83.0
11,臺北市,2011/09/29,大同,5.2,1.7,-,-,-,54,37.0,65.44,32.56,32.89,2.733,0.652,2.08,-,-,52.0
12,臺北市,2011/09/29,萬華,5.3,0.78,-,30.8,72,45,34.0,40.54,10.03,30.51,-,-,-,31.58,67.85,89.0
13,臺北市,2011/09/29,陽明,2.4,0.16,401.35,45.1,76,28,24.0,5.35,1.24,4.11,-,-,-,23.27,94.24,78.0
14,臺北市,2011/09/29,士林,3.6,0.42,-,37.2,76,46,28.0,19.44,3.69,15.75,-,-,-,30.44,66.27,88.0
15,臺北市,2011/09/28,松山,1.8,0.24,388.01,13.3,17,17,11.0,16.21,7.33,8.88,1.865,0.092,1.77,29.58,66.17,17.0
16,臺北市,2011/09/28,古亭,1.5,0.27,-,14.0,18,28,15.0,14.25,5.65,8.6,1.884,0.06,1.82,30.2,70.03,28.0
