序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2000/11/30,松山,3.8,1.26,24.6,-,66,-,67.6,25.71,41.89,-,-,-,22.82,-,-,63.0,-
2,臺北市,2000/11/30,古亭,3.0,0.98,29.4,-,64,39,61.88,23.3,38.58,2.794,0.59,2.21,24.21,-,-,68.0,-
3,臺北市,2000/11/30,中山,2.8,1.11,29.9,-,82,-,56.07,18.29,37.78,2.759,0.43,2.33,23.34,-,-,66.0,-
4,臺北市,2000/11/30,大同,4.6,2.76,-,-,85,-,-,-,-,3.846,1.44,2.41,23.7,-,-,67.0,-
5,臺北市,2000/11/30,萬華,2.4,1.1,24.5,-,53,-,-,-,-,-,-,-,23.81,-,-,55.0,-
6,臺北市,2000/11/30,陽明,1.5,0.33,66.3,-,24,-,6.81,1.42,5.39,-,-,-,18.1,-,87.0,87.0,-
7,臺北市,2000/11/30,士林,1.8,0.92,32.1,-,69,-,33.67,6.88,26.79,-,-,-,23.19,-,-,70.0,-
8,臺北市,2000/11/29,松山,5.2,0.88,15.8,-,38,-,47.62,15.77,31.86,-,-,-,21.72,-,-,38.0,-
9,臺北市,2000/11/29,古亭,2.9,0.4,23.8,-,30,14,32.4,9.34,23.06,2.23,0.2,2.03,22.77,-,-,31.0,-
10,臺北市,2000/11/29,中山,2.8,0.71,22.2,-,43,-,35.16,9.52,25.64,2.295,0.16,2.14,22.25,-,-,43.0,-
11,臺北市,2000/11/29,大同,5.5,3.07,-,-,75,-,152.84,113.46,39.38,3.748,1.57,2.17,22.79,-,-,62.0,-
12,臺北市,2000/11/29,萬華,3.1,0.79,23.8,-,34,-,29.6,5.39,24.21,-,-,-,22.67,-,-,34.0,-
13,臺北市,2000/11/29,陽明,1.9,0.21,54.2,-,12,-,1.7,0.04,1.66,-,-,-,15.31,-,96.0,69.0,-
