序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","平均風向 WD_HR (degress)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
54,臺北市,2007/12/23,陽明,1.4,0.35,383.41,38.8,44,6,4.0,3.7,1.31,2.39,-,-,-,-,-,13.37,-,93.29,38.0,-
55,臺北市,2007/12/22,中山,3.5,1.1,-,10.4,15,70,47.0,60.47,26.19,34.28,2.579,0.429,2.15,-,-,21.5,-,77.23,60.0,-
56,臺北市,2007/12/22,松山,5.1,0.72,402.4,13.4,20,59,37.0,41.78,15.59,26.2,2.294,0.257,2.04,-,-,21.27,-,79.03,54.0,-
57,臺北市,2007/12/22,萬華,6.4,0.98,-,14.5,23,67,52.0,48.84,15.85,33.0,-,-,-,-,-,21.62,-,81.51,58.0,-
58,臺北市,2007/12/22,古亭,6.9,0.8,-,13.5,23,66,49.0,45.41,15.09,30.32,2.19,0.239,1.95,-,-,21.54,-,80.66,58.0,-
59,臺北市,2007/12/22,士林,3.3,0.96,-,12.9,20,74,47.0,44.14,14.08,30.07,-,-,-,-,-,20.93,-,80.79,62.0,-
60,臺北市,2007/12/22,陽明,1.8,0.28,378.26,35.8,38,15,11.0,4.12,1.61,2.52,-,-,-,-,-,15.89,-,87.54,34.0,-
61,臺北市,2007/12/21,中山,7.6,1.41,-,12.1,27,83,56.0,82.91,38.33,44.58,2.85,0.644,2.21,-,-,21.63,-,75.88,66.0,-
62,臺北市,2007/12/21,松山,11.1,1.02,419.12,11.2,26,72,47.0,64.41,25.59,38.82,2.594,0.5,2.1,-,-,21.4,-,77.39,61.0,-
63,臺北市,2007/12/21,萬華,9.5,1.22,-,16.0,42,71,49.0,64.38,23.9,40.47,-,-,-,-,-,21.62,-,80.5,60.0,-
64,臺北市,2007/12/21,古亭,9.1,1.12,-,12.4,33,74,59.0,68.0,30.02,37.98,2.51,0.485,2.03,-,-,21.33,-,80.16,62.0,-
65,臺北市,2007/12/21,士林,3.9,0.93,-,18.0,36,73,47.0,42.77,13.63,29.15,-,-,-,-,-,21.12,-,79.19,62.0,-
66,臺北市,2007/12/21,陽明,3.0,0.36,382.78,47.3,57,28,20.0,7.52,1.86,5.66,-,-,-,-,-,16.88,-,85.19,55.0,-
67,臺北市,2007/12/20,中山,3.1,0.83,-,18.2,26,41,19.0,42.34,13.44,28.91,2.3,0.282,2.02,-,-,21.38,-,71.83,41.0,-
68,臺北市,2007/12/20,松山,3.3,0.68,393.61,18.6,25,38,19.0,32.15,7.68,24.45,2.223,0.237,1.99,-,-,21.24,-,74.21,38.0,-
69,臺北市,2007/12/20,古亭,2.2,0.71,-,24.1,33,36,22.0,32.44,11.56,20.88,2.076,0.196,1.88,-,-,21.7,-,74.37,36.0,-
70,臺北市,2007/12/20,士林,2.2,0.46,-,33.4,38,33,14.0,11.05,2.46,8.59,-,-,-,-,-,21.84,-,69.18,34.0,-
71,臺北市,2007/12/20,萬華,5.3,0.88,-,22.0,31,35,20.0,36.06,11.45,24.61,-,-,-,-,-,21.83,-,74.77,35.0,-
72,臺北市,2007/12/20,陽明,3.3,0.32,380.51,40.0,44,11,8.0,4.83,1.64,3.18,-,-,-,-,-,14.34,-,92.84,37.0,-
73,臺北市,2007/12/19,中山,3.0,0.96,-,12.9,15,48,22.0,50.9,19.43,31.48,2.498,0.412,2.09,-,-,18.99,-,80.95,48.0,-
74,臺北市,2007/12/19,松山,3.5,0.76,399.61,11.7,14,41,22.0,39.25,11.4,27.85,2.352,0.331,2.02,-,-,19.32,-,81.13,41.0,-
75,臺北市,2007/12/19,陽明,1.8,0.29,383.52,39.0,43,6,5.0,4.06,1.28,2.78,-,-,-,-,-,13.21,-,93.67,37.0,-
76,臺北市,2007/12/19,士林,2.5,0.53,-,22.0,25,42,17.0,22.23,3.47,18.76,-,-,-,-,-,19.38,-,80.05,42.0,-
77,臺北市,2007/12/19,萬華,3.8,0.75,-,16.6,21,36,22.0,34.81,8.32,26.49,-,-,-,-,-,18.95,-,86.29,36.0,-
78,臺北市,2007/12/19,古亭,4.0,0.86,-,11.7,14,43,27.0,46.48,17.48,29.0,2.318,0.373,1.95,-,-,18.92,-,85.75,43.0,-
79,臺北市,2007/12/18,松山,4.0,0.68,395.1,14.6,19,56,31.0,35.11,6.29,28.82,2.227,0.228,2.0,-,-,20.28,-,79.16,53.0,-
80,臺北市,2007/12/18,古亭,3.7,0.78,-,16.7,22,55,37.0,39.53,11.33,28.2,2.117,0.224,1.89,-,-,20.5,-,80.32,52.0,-
81,臺北市,2007/12/18,陽明,1.6,0.36,381.96,38.6,42,11,7.0,4.61,1.85,2.76,-,-,-,-,-,13.66,-,94.65,36.0,-
82,臺北市,2007/12/18,士林,2.2,0.73,-,17.3,27,61,45.0,29.51,7.28,22.22,-,-,-,-,-,20.12,-,79.41,56.0,-
83,臺北市,2007/12/18,萬華,2.9,0.78,-,18.6,24,48,33.0,32.05,5.25,26.79,-,-,-,-,-,20.64,-,80.41,48.0,-
84,臺北市,2007/12/18,中山,3.5,0.92,-,13.0,17,56,32.0,46.45,14.44,32.01,2.356,0.316,2.04,-,-,20.14,-,77.56,53.0,-
85,臺北市,2007/12/17,松山,7.9,0.87,408.43,13.7,29,60,34.0,50.7,13.67,37.03,2.428,0.38,2.05,-,-,21.5,-,73.19,55.0,-
86,臺北市,2007/12/17,古亭,7.7,0.87,-,20.0,39,64,47.0,49.0,14.41,34.59,2.242,0.321,1.92,-,-,21.39,-,75.4,57.0,-
87,臺北市,2007/12/17,陽明,2.3,0.31,377.61,43.5,48,29,21.0,5.43,1.81,3.61,-,-,-,-,-,16.54,-,77.3,42.0,-
88,臺北市,2007/12/17,士林,3.6,0.99,-,16.6,37,69,-,51.72,19.5,32.23,-,-,-,-,-,21.25,-,76.26,60.0,-
89,臺北市,2007/12/17,萬華,6.4,1.01,-,19.8,41,66,46.0,50.48,13.47,37.01,-,-,-,-,-,21.68,-,76.15,58.0,-
90,臺北市,2007/12/17,中山,4.8,1.07,-,14.3,29,69,43.0,59.57,19.0,40.56,2.627,0.459,2.17,-,-,22.02,-,70.13,60.0,-
91,臺北市,2007/12/16,松山,3.7,0.58,391.24,24.5,33,59,34.0,27.95,4.53,23.41,2.143,0.173,1.97,-,-,19.99,-,73.66,54.0,-
92,臺北市,2007/12/16,古亭,3.7,0.62,-,29.0,40,56,37.0,29.79,9.23,20.56,2.024,0.149,1.88,-,-,20.44,-,73.83,53.0,-
93,臺北市,2007/12/16,陽明,3.5,0.29,379.92,44.1,48,18,14.0,5.41,2.07,3.34,-,-,-,-,-,13.17,-,92.07,40.0,-
94,臺北市,2007/12/16,士林,3.5,0.47,-,32.7,38,58,-,16.9,3.42,13.47,-,-,-,-,-,20.57,-,69.96,54.0,-
95,臺北市,2007/12/16,萬華,2.2,0.64,-,29.5,39,51,40.0,25.78,4.61,21.17,-,-,-,-,-,20.55,-,74.27,50.0,-
96,臺北市,2007/12/16,中山,2.9,0.65,-,23.8,31,61,42.0,33.55,7.02,26.52,2.212,0.198,2.01,-,-,20.18,-,71.84,56.0,-
97,臺北市,2007/12/15,松山,5.7,0.68,393.94,18.1,24,76,44.0,36.89,7.64,29.25,2.227,0.225,2.0,-,-,18.95,-,75.32,63.0,-
98,臺北市,2007/12/15,古亭,4.9,0.66,-,26.1,36,72,53.0,30.57,6.55,24.02,2.035,0.157,1.88,-,-,19.12,-,76.56,61.0,-
99,臺北市,2007/12/15,陽明,3.2,0.37,380.64,46.5,48,18,10.0,3.92,1.08,2.84,-,-,-,-,-,11.94,-,94.31,41.0,-
100,臺北市,2007/12/15,士林,5.3,0.48,-,33.3,35,71,46.0,16.44,1.58,14.86,-,-,-,-,-,19.37,-,70.8,60.0,-
101,臺北市,2007/12/15,萬華,6.4,0.69,-,25.8,35,68,51.0,30.23,4.09,26.14,-,-,-,-,-,19.27,-,76.69,59.0,-
102,臺北市,2007/12/15,中山,3.8,0.74,-,22.7,30,79,53.0,36.38,7.54,28.84,2.225,0.221,2.0,-,-,18.91,-,73.27,64.0,-
103,臺北市,2007/12/14,松山,9.9,0.83,398.61,17.1,20,103,57.0,36.53,8.08,28.45,2.232,0.233,2.0,-,-,18.05,-,63.77,76.0,-
104,臺北市,2007/12/14,古亭,9.1,0.76,-,25.5,30,95,70.0,27.83,6.69,21.15,2.037,0.139,1.9,-,-,18.01,-,66.97,72.0,-
105,臺北市,2007/12/14,陽明,8.1,0.54,388.57,40.6,49,62,39.0,7.1,1.46,5.64,-,-,-,-,-,9.56,-,94.25,56.0,-
106,臺北市,2007/12/14,士林,7.9,0.66,-,30.6,36,104,68.0,16.5,2.17,14.33,-,-,-,-,-,17.88,-,63.22,77.0,-
107,臺北市,2007/12/14,萬華,9.3,0.85,-,24.7,27,96,68.0,31.13,5.34,25.79,-,-,-,-,-,18.16,-,66.5,73.0,-
108,臺北市,2007/12/14,中山,6.8,0.96,-,18.5,22,106,68.0,43.56,12.13,31.43,2.327,0.268,2.06,-,-,17.85,-,63.51,78.0,-
109,臺北市,2007/12/13,松山,5.1,1.01,411.05,11.4,15,70,39.0,35.96,9.96,25.99,2.311,0.242,2.07,-,-,19.44,-,78.98,60.0,-
110,臺北市,2007/12/13,古亭,5.0,1.03,-,8.2,10,59,40.0,43.51,17.26,26.26,2.204,0.254,1.95,-,-,19.46,-,79.11,54.0,-
111,臺北市,2007/12/13,陽明,4.4,0.64,394.21,29.4,33,19,13.0,8.96,1.86,7.1,-,-,-,-,-,12.68,-,93.14,31.0,-
112,臺北市,2007/12/13,士林,4.5,1.13,-,12.7,22,-,50.0,38.92,15.36,23.56,-,-,-,-,-,19.44,-,76.4,25.0,-
113,臺北市,2007/12/13,萬華,7.0,1.13,-,9.1,13,58,40.0,41.06,12.06,29.01,-,-,-,-,-,19.9,-,78.23,54.0,-
114,臺北市,2007/12/13,中山,5.3,1.38,-,8.0,13,81,52.0,64.46,30.5,33.96,2.714,0.464,2.25,-,-,19.63,-,75.76,66.0,-
115,臺北市,2007/12/12,松山,9.1,1.47,435.4,15.0,40,112,64.0,94.09,51.46,42.64,3.039,0.817,2.22,-,-,22.93,-,72.37,81.0,-
116,臺北市,2007/12/12,古亭,7.9,1.4,-,21.6,66,103,77.0,82.17,33.17,49.0,2.79,0.69,2.1,-,-,23.93,-,68.77,76.0,-
117,臺北市,2007/12/12,陽明,2.7,0.21,378.6,38.2,44,18,13.0,5.77,1.9,3.87,-,-,-,-,-,17.85,-,70.28,45.0,-
118,臺北市,2007/12/12,士林,7.4,1.49,-,15.5,41,133,83.0,84.25,39.94,44.31,-,-,-,-,-,22.43,-,75.49,92.0,-
119,臺北市,2007/12/12,萬華,11.1,1.46,-,18.7,50,107,78.0,76.95,31.17,45.78,-,-,-,-,-,23.15,-,74.42,78.0,-
120,臺北市,2007/12/12,中山,8.3,1.7,-,14.5,36,122,82.0,106.27,52.88,53.39,3.278,0.925,2.35,-,-,23.53,-,70.55,86.0,-
121,臺北市,2007/12/11,松山,7.3,1.38,434.12,7.8,17,65,38.0,97.79,62.88,34.91,3.245,0.747,2.5,-,-,21.63,-,75.73,58.0,-
122,臺北市,2007/12/11,古亭,6.8,1.55,-,11.4,30,72,57.0,91.73,43.86,47.88,2.927,0.811,2.12,-,-,21.62,-,77.36,61.0,-
123,臺北市,2007/12/11,陽明,3.2,0.22,379.68,37.1,43,14,11.0,4.51,1.67,2.84,-,-,-,-,-,16.7,-,80.59,37.0,-
124,臺北市,2007/12/11,士林,4.3,1.07,-,10.8,27,69,34.0,63.14,29.66,33.48,-,-,-,-,-,21.18,-,77.91,60.0,-
125,臺北市,2007/12/11,萬華,8.4,1.45,-,16.4,40,78,55.0,75.81,32.33,43.48,-,-,-,-,-,21.52,-,79.68,64.0,-
126,臺北市,2007/12/11,中山,6.5,2.03,-,9.8,24,98,63.0,128.31,77.77,50.54,3.738,1.207,2.53,-,-,21.95,-,75.23,74.0,-
127,臺北市,2007/12/10,松山,5.5,1.05,412.36,15.4,32,52,31.0,64.2,30.61,33.59,2.655,0.536,2.12,-,-,21.99,-,71.68,51.0,-
128,臺北市,2007/12/10,士林,3.5,0.72,-,23.1,34,58,31.0,36.56,11.21,25.35,-,-,-,-,-,22.0,-,72.01,54.0,-
129,臺北市,2007/12/10,陽明,2.9,0.28,383.43,45.1,55,11,9.0,7.63,1.97,5.67,-,-,-,-,-,16.25,-,81.02,66.0,-
130,臺北市,2007/12/10,中山,4.1,1.28,-,15.8,25,65,34.0,78.01,38.2,39.8,2.748,0.603,2.15,-,-,22.33,-,70.02,58.0,-
131,臺北市,2007/12/10,萬華,6.3,1.26,-,15.8,28,59,39.0,68.64,30.85,37.79,-,-,-,-,-,22.08,-,74.02,54.0,-
132,臺北市,2007/12/10,古亭,4.1,1.07,-,17.4,29,-,33.0,64.6,28.68,35.93,2.449,0.488,1.96,-,-,22.24,-,71.39,40.0,-
133,臺北市,2007/12/09,松山,3.9,0.53,393.48,16.1,25,41,25.0,32.87,10.76,22.11,2.236,0.221,2.02,-,-,20.38,-,69.02,41.0,-
134,臺北市,2007/12/09,士林,2.2,0.29,-,30.9,32,52,18.0,10.8,1.98,8.82,-,-,-,-,-,21.3,-,63.89,51.0,-
135,臺北市,2007/12/09,陽明,3.8,0.2,379.49,39.8,41,19,13.0,5.23,1.75,3.48,-,-,-,-,-,14.02,-,87.41,36.0,-
136,臺北市,2007/12/09,中山,2.8,0.62,-,16.9,23,43,23.0,39.29,10.53,28.76,2.251,0.236,2.02,-,-,20.7,-,66.59,43.0,-
137,臺北市,2007/12/09,萬華,2.5,0.55,-,22.4,31,35,23.0,28.09,5.07,23.01,-,-,-,-,-,21.12,-,68.62,35.0,-
138,臺北市,2007/12/09,古亭,1.6,0.53,-,22.5,31,41,25.0,32.7,10.17,22.53,2.004,0.148,1.86,-,-,21.05,-,67.57,41.0,-
139,臺北市,2007/12/08,萬華,5.9,0.68,-,28.4,32,83,58.0,24.66,3.97,20.69,-,-,-,-,-,19.22,-,69.16,66.0,-
140,臺北市,2007/12/08,松山,4.9,0.62,394.12,22.9,29,89,59.0,27.54,4.1,23.43,2.155,0.183,1.97,-,-,18.93,-,67.44,70.0,-
141,臺北市,2007/12/08,陽明,3.4,0.36,386.75,43.5,45,37,21.0,3.87,0.9,2.97,-,-,-,-,-,10.78,-,93.99,39.0,-
142,臺北市,2007/12/08,古亭,4.4,0.61,-,29.4,31,84,63.0,24.54,5.49,19.06,2.003,0.125,1.88,-,-,19.08,-,69.29,67.0,-
143,臺北市,2007/12/08,中山,3.9,0.74,-,22.3,29,88,58.0,35.24,8.14,27.11,2.239,0.216,2.02,-,-,18.94,-,65.62,69.0,-
144,臺北市,2007/12/08,士林,4.8,0.46,-,32.5,35,82,53.0,12.81,1.65,11.15,-,-,-,-,-,18.97,-,65.16,66.0,-
145,臺北市,2007/12/07,萬華,5.8,1.07,-,15.6,24,76,53.0,53.64,25.8,27.85,-,-,-,-,-,19.16,-,78.2,63.0,-
146,臺北市,2007/12/07,松山,3.7,0.68,397.94,17.7,24,74,51.0,31.51,6.71,24.8,2.245,0.223,2.02,-,-,19.14,-,75.11,62.0,-
147,臺北市,2007/12/07,陽明,3.3,0.37,387.28,40.3,41,30,19.0,4.09,1.09,3.0,-,-,-,-,-,11.85,-,93.61,37.0,-
148,臺北市,2007/12/07,古亭,4.6,0.86,-,13.7,20,76,54.0,44.58,15.44,29.14,2.251,0.281,1.97,-,-,19.12,-,77.44,63.0,-
149,臺北市,2007/12/07,中山,3.8,1.2,-,12.5,19,75,53.0,68.03,34.88,33.15,2.74,0.507,2.23,-,-,18.86,-,73.93,62.0,-
150,臺北市,2007/12/07,士林,4.1,0.88,-,21.2,32,75,45.0,41.18,22.13,19.05,-,-,-,-,-,18.69,-,74.61,62.0,-
151,臺北市,2007/12/06,萬華,3.6,0.88,-,16.1,23,32,21.0,42.13,13.79,28.34,-,-,-,-,-,19.65,-,81.1,32.0,-
152,臺北市,2007/12/06,松山,3.9,0.54,392.88,15.3,20,32,19.0,34.96,10.75,24.21,2.207,0.238,1.97,-,-,19.28,-,81.24,32.0,-
153,臺北市,2007/12/06,陽明,0.5,0.15,378.32,39.8,41,10,6.0,2.48,1.12,1.36,-,-,-,-,-,12.98,-,93.45,35.0,-
154,臺北市,2007/12/06,士林,2.2,0.64,-,17.4,25,48,21.0,36.37,13.73,22.62,-,-,-,-,-,19.28,-,76.87,48.0,-
155,臺北市,2007/12/06,中山,3.0,0.92,-,12.1,18,35,21.0,63.17,29.44,33.73,2.491,0.423,2.07,-,-,19.49,-,76.26,35.0,-
156,臺北市,2007/12/06,古亭,2.5,0.58,-,18.6,26,34,18.0,36.99,12.57,24.42,2.078,0.207,1.87,-,-,19.61,-,80.71,34.0,-
157,臺北市,2007/12/05,萬華,3.3,0.53,-,25.5,33,45,28.0,24.99,4.53,20.46,-,-,-,-,-,18.5,-,71.87,45.0,-
158,臺北市,2007/12/05,松山,3.6,0.48,391.05,18.7,30,53,30.0,34.42,8.21,26.21,2.096,0.189,1.91,-,-,18.36,-,68.9,52.0,-
159,臺北市,2007/12/05,陽明,1.5,0.2,382.06,42.0,44,21,14.0,1.97,0.61,1.33,-,-,-,-,-,10.74,-,92.14,37.0,-
160,臺北市,2007/12/05,士林,1.8,0.31,-,31.5,36,55,24.0,9.8,1.5,8.3,-,-,-,-,-,18.72,-,64.12,52.0,-
161,臺北市,2007/12/05,中山,3.3,0.61,-,18.7,29,59,35.0,41.3,12.64,28.67,2.205,0.237,1.97,-,-,18.15,-,67.93,54.0,-
162,臺北市,2007/12/05,古亭,2.2,0.41,-,29.4,37,46,26.0,21.3,5.55,15.75,1.954,0.102,1.85,-,-,18.24,-,72.18,46.0,-
163,臺北市,2007/12/04,萬華,5.6,0.71,-,26.8,33,65,47.0,28.89,6.58,22.31,-,-,-,-,-,19.07,-,68.6,58.0,-
