序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2005/11/30,松山,5.3,0.54,403.42,19.4,-,67,24.0,38.68,10.26,28.42,-,-,-,20.19,-,65.3,58.0,-
2,臺北市,2005/11/30,古亭,5.0,0.58,-,22.0,-,67,27.0,38.26,11.76,26.49,2.107,0.156,1.95,20.29,-,69.98,58.0,-
3,臺北市,2005/11/30,中山,5.0,0.67,-,17.1,-,63,25.0,42.86,14.67,28.19,2.072,0.233,1.84,20.67,-,63.48,56.0,-
4,臺北市,2005/11/30,萬華,6.5,0.5,-,25.1,-,67,28.0,28.32,5.42,22.9,-,-,-,21.01,-,65.01,58.0,-
5,臺北市,2005/11/30,陽明,1.7,0.21,370.71,44.9,-,18,10.0,2.51,1.25,1.27,-,-,-,12.65,-,94.0,41.0,-
6,臺北市,2005/11/30,士林,3.4,0.33,-,34.5,-,55,15.0,13.73,2.27,11.45,-,-,-,20.9,-,64.64,52.0,-
7,臺北市,2005/11/29,松山,7.4,0.68,406.08,29.4,-,199,74.0,33.5,5.35,28.15,-,-,-,19.95,-,63.08,124.0,-
8,臺北市,2005/11/29,古亭,7.9,0.8,-,25.7,-,184,64.0,36.57,8.7,27.87,2.174,0.193,1.98,19.72,-,68.04,117.0,-
9,臺北市,2005/11/29,中山,6.6,0.87,-,23.4,-,195,78.0,39.17,10.82,28.36,2.123,0.246,1.88,20.28,-,61.62,122.0,-
10,臺北市,2005/11/29,萬華,7.7,0.74,-,34.2,-,191,71.0,23.92,2.85,21.07,-,-,-,20.43,-,63.14,120.0,-
11,臺北市,2005/11/29,陽明,4.7,0.45,376.12,49.9,-,105,48.0,4.38,1.1,3.27,-,-,-,11.95,-,94.0,78.0,-
12,臺北市,2005/11/29,士林,5.8,0.53,-,42.4,-,181,62.0,11.16,1.54,9.6,-,-,-,20.3,-,63.55,116.0,-
13,臺北市,2005/11/28,松山,5.3,0.84,417.71,25.0,-,85,51.0,59.69,10.13,49.55,-,-,-,23.31,-,64.18,68.0,-
14,臺北市,2005/11/28,古亭,5.5,0.98,-,22.9,-,71,42.0,56.52,17.5,39.02,2.489,0.426,2.06,23.21,-,66.34,60.0,-
15,臺北市,2005/11/28,中山,5.9,1.06,-,17.4,-,86,54.0,62.13,18.23,43.9,2.485,0.496,1.99,23.65,-,62.89,68.0,-
16,臺北市,2005/11/28,萬華,5.6,1.0,-,22.7,-,83,44.0,48.32,14.08,34.23,-,-,-,23.84,-,62.99,66.0,-
