序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1119,高雄市,2008/04/02,前金,5.3,0.76,-,46.9,74,79,59.0,24.85,2.55,22.29,2.429,0.309,2.12,-,24.65,-,68.46,67.0,-
1120,高雄市,2008/04/02,前鎮,5.2,0.89,-,41.1,70,96,62.0,40.14,6.56,33.58,-,-,-,-,24.89,-,70.53,73.0,-
1121,高雄市,2008/04/02,復興,8.1,1.16,-,39.0,64,90,53.0,46.17,9.5,36.67,-,-,-,-,24.47,-,70.49,70.0,-
1122,高雄市,2008/04/02,小港,12.5,0.77,-,29.1,59,91,58.0,44.74,5.34,39.4,2.288,0.399,1.89,-,25.1,-,69.23,70.0,-
1123,高雄市,2008/04/02,鳳山,7.2,0.83,-,52.0,97,96,63.0,28.77,3.64,25.13,2.241,0.445,1.8,-,23.9,-,79.01,73.0,-
1124,高雄市,2008/04/02,林園,7.4,0.73,-,45.8,83,114,62.0,24.76,2.33,22.43,2.257,0.088,2.17,-,24.34,-,78.06,82.0,-
1125,高雄市,2008/04/02,大寮,9.8,0.95,-,39.8,73,121,80.0,28.19,3.34,24.85,-,-,-,-,24.46,-,68.66,97.0,-
1126,高雄市,2008/04/02,仁武,7.0,0.65,-,39.7,68,72,53.0,34.01,5.89,28.13,2.373,0.344,2.03,-,24.96,-,73.0,64.0,-
1127,高雄市,2008/04/02,橋頭,4.4,0.67,-,40.4,70,76,50.0,27.07,9.98,17.08,-,-,-,-,24.19,-,74.16,63.0,-
1128,高雄市,2008/04/02,美濃,2.7,0.56,-,53.0,91,83,66.0,13.05,1.02,12.02,-,-,-,-,24.45,-,79.53,93.0,-
1129,高雄市,2008/04/01,左營,6.7,0.83,-,26.3,57,73,51.0,39.58,9.2,30.38,2.424,0.394,2.03,-,21.37,-,76.59,62.0,-
1130,高雄市,2008/04/01,楠梓,4.4,0.64,-,27.2,61,82,53.0,36.02,9.05,26.97,2.023,0.303,1.72,-,21.26,-,76.96,66.0,-
1131,高雄市,2008/04/01,前金,5.2,0.79,-,29.4,62,73,51.0,35.09,8.32,26.77,2.53,0.385,2.15,-,22.0,-,71.48,62.0,-
1132,高雄市,2008/04/01,前鎮,5.3,0.92,-,26.8,57,79,58.0,52.44,17.9,34.54,-,-,-,-,22.63,-,72.3,64.0,-
1133,高雄市,2008/04/01,復興,7.5,1.2,-,26.6,57,80,49.0,56.96,21.52,35.44,-,-,-,-,22.14,-,72.67,65.0,-
1134,高雄市,2008/04/01,小港,12.0,0.73,-,24.8,52,69,50.0,55.96,16.81,39.15,2.35,0.467,1.88,-,22.97,-,71.04,60.0,-
1135,高雄市,2008/04/01,鳳山,8.9,0.89,-,31.7,66,88,55.0,45.39,14.42,30.97,2.383,0.581,1.8,-,21.8,-,80.28,69.0,-
1136,高雄市,2008/04/01,林園,12.0,0.59,-,37.4,67,82,41.0,32.91,9.36,23.55,2.062,0.119,1.94,-,22.66,-,78.38,66.0,-
1137,高雄市,2008/04/01,大寮,9.2,0.7,-,31.2,61,104,67.0,35.1,8.84,26.25,-,-,-,-,22.39,-,70.56,77.0,-
1138,高雄市,2008/04/01,仁武,8.1,0.72,-,23.6,51,69,49.0,50.01,15.99,34.02,2.557,0.472,2.09,-,22.29,-,76.3,60.0,-
1139,高雄市,2008/04/01,橋頭,5.4,0.72,-,22.7,54,85,56.0,39.66,10.16,29.5,-,-,-,-,21.31,-,77.2,68.0,-
1140,高雄市,2008/04/01,美濃,3.0,0.57,-,28.5,55,79,61.0,19.07,2.89,16.19,-,-,-,-,21.9,-,84.9,64.0,-
1141,基隆市,2008/04/30,基隆,4.5,0.63,-,24.1,33,26,17.0,32.16,9.61,22.55,1.971,0.258,1.71,-,24.08,-,82.54,39.0,-
1142,基隆市,2008/04/29,基隆,0.9,0.4,-,38.8,48,24,16.0,14.75,2.47,12.28,1.827,0.127,1.7,-,21.91,-,88.95,43.0,-
1143,基隆市,2008/04/28,基隆,2.7,0.42,-,35.7,46,34,26.0,19.53,3.82,15.71,1.809,0.149,1.66,-,22.15,-,78.53,42.0,-
1144,基隆市,2008/04/27,基隆,1.8,0.29,-,45.0,50,41,22.0,9.71,1.54,8.17,1.795,0.186,1.61,-,24.3,-,57.99,43.0,-
1145,基隆市,2008/04/26,基隆,3.9,0.55,-,44.8,81,51,37.0,26.77,3.66,23.11,1.953,0.202,1.75,-,22.41,-,55.18,75.0,-
1146,基隆市,2008/04/25,基隆,2.1,0.54,-,32.8,59,-,-,25.27,5.72,19.55,1.946,0.2,1.75,-,18.81,-,61.72,53.0,-
1147,基隆市,2008/04/24,基隆,-,0.44,-,60.6,66,-,-,10.99,1.2,9.79,1.728,0.078,1.65,-,18.62,-,56.66,62.0,-
1148,基隆市,2008/04/23,基隆,6.3,0.54,-,51.9,71,74,55.0,9.9,1.12,8.78,1.735,0.075,1.66,-,20.29,-,66.11,62.0,-
1149,基隆市,2008/04/22,基隆,3.7,0.31,-,39.6,45,24,16.0,13.92,2.02,11.9,1.655,0.056,1.6,-,21.83,-,80.53,39.0,-
1150,基隆市,2008/04/21,基隆,6.2,0.44,-,20.7,30,18,13.0,29.6,12.55,17.05,1.897,0.171,1.73,-,23.52,-,89.53,39.0,-
1151,基隆市,2008/04/20,基隆,0.9,0.29,-,36.2,43,13,8.0,9.43,2.4,7.03,1.662,0.065,1.6,-,24.27,-,78.83,37.0,-
1152,基隆市,2008/04/19,基隆,1.6,0.32,-,45.1,50,23,15.0,9.46,1.37,8.09,1.658,0.056,1.6,-,23.22,-,77.93,44.0,-
1153,基隆市,2008/04/18,基隆,2.4,0.38,-,59.0,65,46,32.0,9.17,1.01,8.16,1.691,0.071,1.62,-,22.16,-,66.65,57.0,-
1154,基隆市,2008/04/17,基隆,1.8,0.38,-,41.9,49,22,14.0,11.23,1.4,9.83,1.647,0.065,1.58,-,21.81,-,86.41,43.0,-
1155,基隆市,2008/04/16,基隆,4.4,0.56,-,34.1,71,50,39.0,26.08,6.78,19.3,1.941,0.249,1.69,-,24.43,-,80.77,65.0,-
1156,基隆市,2008/04/15,基隆,9.8,0.58,-,31.6,44,51,35.0,34.11,7.56,26.57,1.987,0.263,1.72,-,24.44,-,74.79,69.0,-
1157,基隆市,2008/04/14,基隆,1.2,0.46,-,41.9,51,43,27.0,17.73,2.49,15.24,1.796,0.13,1.67,-,20.28,-,78.74,50.0,-
1158,基隆市,2008/04/13,基隆,1.3,0.3,-,44.3,50,22,15.0,10.21,1.24,8.98,1.682,0.053,1.63,-,19.88,-,89.49,44.0,-
1159,基隆市,2008/04/12,基隆,4.5,0.58,-,22.8,36,29,21.0,32.24,7.1,25.14,1.97,0.23,1.74,-,21.55,-,86.92,35.0,-
1160,基隆市,2008/04/11,基隆,2.4,0.51,-,39.5,54,42,28.0,24.58,4.3,20.28,1.868,0.179,1.69,-,20.89,-,77.62,52.0,-
1161,基隆市,2008/04/10,基隆,2.8,0.37,-,42.2,57,38,24.0,13.27,0.71,12.51,1.693,0.096,1.6,-,21.97,-,67.01,49.0,-
1162,基隆市,2008/04/09,基隆,4.4,0.44,-,20.2,31,37,23.0,26.81,6.63,20.2,1.864,0.222,1.64,-,27.86,-,59.54,37.0,-
1163,基隆市,2008/04/08,基隆,-,0.54,-,-,46,-,38.0,-,-,-,-,-,-,-,26.09,-,77.18,49.0,-
1164,基隆市,2008/04/07,基隆,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,15.0,-
1165,基隆市,2008/04/06,基隆,4.5,0.69,-,28.1,57,49,39.0,29.86,10.33,19.53,2.059,0.27,1.79,-,24.24,-,77.63,55.0,-
1166,基隆市,2008/04/05,基隆,5.1,0.97,-,24.4,55,47,38.0,37.0,12.47,24.53,2.268,0.372,1.9,-,21.99,-,85.13,62.0,-
1167,基隆市,2008/04/04,基隆,5.6,0.98,-,17.6,29,42,36.0,43.34,9.87,33.47,2.637,0.419,2.22,-,20.0,-,88.16,42.0,-
1168,基隆市,2008/04/03,基隆,2.1,0.58,-,-,-,45,38.0,-,-,-,1.982,0.19,1.79,-,16.12,-,90.03,45.0,-
1169,基隆市,2008/04/02,基隆,4.2,0.73,-,-,5,19,18.0,-,-,-,2.081,0.262,1.82,-,17.89,-,91.03,19.0,-
1170,基隆市,2008/04/01,基隆,1.6,0.63,-,34.8,47,35,30.0,25.55,6.1,19.46,2.055,0.235,1.82,-,16.43,-,88.52,42.0,-
1171,新竹市,2008/04/30,新竹,2.5,0.54,-,30.7,53,45,27.0,23.15,6.18,16.95,2.24,0.2,2.04,-,24.26,-,83.04,50.0,-
1172,新竹市,2008/04/29,新竹,7.0,0.53,-,30.0,50,34,24.0,28.17,3.8,24.37,2.18,0.217,1.96,-,23.87,-,78.56,50.0,-
1173,新竹市,2008/04/28,新竹,6.2,0.65,-,36.3,57,76,59.0,32.95,2.18,30.78,2.371,0.295,2.08,-,22.66,-,79.67,72.0,-
1174,新竹市,2008/04/27,新竹,-,-,-,-,90,-,-,-,-,-,-,-,-,-,-,-,-,80.0,-
1175,新竹市,2008/04/25,新竹,-,-,-,-,45,-,-,-,-,-,-,-,-,-,-,-,-,42.0,-
1176,新竹市,2008/04/24,新竹,9.4,0.54,-,52.1,62,102,66.0,22.95,1.32,21.63,2.101,0.121,1.98,-,18.91,-,60.14,76.0,-
1177,新竹市,2008/04/23,新竹,8.5,0.58,-,41.8,48,83,59.0,20.8,1.08,19.72,2.102,0.127,1.97,-,20.7,-,65.68,66.0,-
1178,新竹市,2008/04/22,新竹,4.3,0.39,-,39.5,51,35,22.0,20.77,1.56,19.22,2.072,0.165,1.91,-,23.28,-,75.45,49.0,-
1179,新竹市,2008/04/21,新竹,3.0,0.61,-,18.9,32,44,30.0,26.71,4.52,22.16,2.294,0.225,2.07,-,24.32,-,87.81,44.0,-
1180,新竹市,2008/04/20,新竹,5.6,0.79,-,31.5,62,77,47.0,34.68,5.28,29.4,2.544,0.346,2.2,-,25.26,-,80.55,64.0,-
1181,新竹市,2008/04/19,新竹,5.0,0.8,-,34.4,74,60,40.0,34.35,5.49,28.85,2.369,0.289,2.08,-,25.03,-,71.41,82.0,-
1182,新竹市,2008/04/18,新竹,4.9,0.57,-,49.6,67,59,36.0,24.04,1.29,22.75,-,-,-,-,23.22,-,65.4,63.0,-
1183,新竹市,2008/04/17,新竹,4.8,0.45,-,29.3,42,27,19.0,20.94,1.95,18.97,-,-,-,-,23.18,-,81.97,40.0,-
1184,新竹市,2008/04/16,新竹,5.5,0.56,-,24.2,48,53,32.0,29.8,9.34,20.47,2.193,0.235,1.96,-,25.68,-,73.24,52.0,-
1185,新竹市,2008/04/15,新竹,8.2,0.68,-,28.4,57,69,40.0,32.53,6.31,26.21,2.377,0.323,2.06,-,24.15,-,75.05,60.0,-
1186,新竹市,2008/04/14,新竹,5.2,0.47,-,39.8,56,63,41.0,24.52,1.35,23.2,2.161,0.217,1.94,-,22.13,-,72.6,56.0,-
1187,新竹市,2008/04/13,新竹,3.9,0.39,-,37.5,46,47,30.0,18.13,0.71,17.42,2.037,0.126,1.91,-,20.65,-,85.4,47.0,-
1188,新竹市,2008/04/12,新竹,3.1,0.45,-,35.3,38,43,25.0,19.69,1.29,18.38,2.12,0.171,1.95,-,21.95,-,86.48,43.0,-
1189,新竹市,2008/04/11,新竹,6.6,0.58,-,40.7,71,66,45.0,28.7,3.81,24.91,2.239,0.234,2.0,-,22.17,-,76.71,70.0,-
1190,新竹市,2008/04/10,新竹,5.8,0.49,-,26.9,44,44,28.0,23.14,2.88,20.26,2.09,0.166,1.92,-,23.1,-,70.51,44.0,-
1191,新竹市,2008/04/09,新竹,4.2,0.38,-,17.3,24,32,16.0,14.9,2.52,12.38,2.032,0.123,1.91,-,27.44,-,61.06,33.0,-
1192,新竹市,2008/04/08,新竹,6.2,0.55,-,13.6,31,59,36.0,27.25,9.41,17.83,2.307,0.286,2.02,-,25.62,-,78.19,54.0,-
1193,新竹市,2008/04/07,新竹,6.2,0.53,-,31.2,55,57,37.0,25.92,5.41,20.52,2.289,0.244,2.05,-,26.3,-,74.16,62.0,-
1194,新竹市,2008/04/06,新竹,4.6,0.67,-,22.8,45,57,37.0,26.7,9.02,17.68,2.43,0.282,2.15,-,24.57,-,79.6,54.0,-
1195,新竹市,2008/04/05,新竹,5.4,0.87,-,24.0,54,93,63.0,37.73,9.58,28.15,2.613,0.388,2.23,-,22.51,-,83.24,72.0,-
1196,新竹市,2008/04/04,新竹,4.3,1.05,-,27.7,56,85,63.0,47.46,18.55,28.9,2.789,0.454,2.34,-,20.0,-,88.06,68.0,-
1197,新竹市,2008/04/03,新竹,3.4,0.79,-,27.5,47,38,35.0,42.79,7.84,34.96,2.351,0.348,2.0,-,16.48,-,88.0,51.0,-
1198,新竹市,2008/04/02,新竹,2.3,0.88,-,22.7,39,27,22.0,50.42,20.48,29.93,2.717,0.468,2.25,-,18.18,-,92.07,38.0,-
1199,新竹市,2008/04/01,新竹,3.5,1.04,-,19.8,40,30,29.0,62.77,24.34,38.4,2.67,0.515,2.16,-,15.72,-,91.33,38.0,-
1200,嘉義市,2008/04/30,嘉義,5.7,0.58,-,34.7,68,86,56.0,22.35,1.84,20.51,2.203,0.309,1.89,-,26.88,-,71.19,74.0,-
1201,嘉義市,2008/04/29,嘉義,5.4,0.69,-,26.8,53,90,62.0,27.72,3.44,24.28,2.303,0.365,1.94,-,25.46,-,71.81,70.0,-
1202,嘉義市,2008/04/28,嘉義,4.1,0.61,-,35.5,48,95,62.0,23.31,1.33,21.98,2.152,0.245,1.91,-,23.35,-,72.77,72.0,-
1203,嘉義市,2008/04/27,嘉義,7.9,0.53,-,51.9,78,113,70.0,18.77,1.4,17.38,2.069,0.177,1.89,-,24.89,-,59.26,82.0,-
1204,嘉義市,2008/04/26,嘉義,7.4,0.64,-,47.4,85,134,83.0,24.87,1.01,23.81,2.207,0.269,1.94,-,24.26,-,56.97,92.0,-
1205,嘉義市,2008/04/25,嘉義,7.7,0.63,-,39.9,77,119,72.0,29.97,3.4,26.56,2.221,0.285,1.94,-,22.2,-,58.99,84.0,-
1206,嘉義市,2008/04/24,嘉義,7.5,0.69,-,32.3,41,128,85.0,27.59,1.52,26.07,2.182,0.258,1.92,-,20.83,-,61.35,89.0,-
1207,嘉義市,2008/04/23,嘉義,6.0,0.6,-,35.1,69,93,57.0,26.75,3.34,23.42,2.174,0.244,1.93,-,23.99,-,63.29,76.0,-
1208,嘉義市,2008/04/22,嘉義,4.3,0.45,-,26.6,50,55,25.0,23.79,4.59,19.2,2.201,0.289,1.91,-,26.65,-,68.4,52.0,-
1209,嘉義市,2008/04/21,嘉義,4.2,0.49,-,25.3,42,63,36.0,16.95,1.43,15.51,2.02,0.217,1.8,-,26.75,-,74.51,56.0,-
1210,嘉義市,2008/04/20,嘉義,6.1,0.47,-,41.1,67,86,57.0,14.25,0.54,13.64,1.996,0.162,1.83,-,26.82,-,72.91,68.0,-
1211,嘉義市,2008/04/19,嘉義,5.9,0.63,-,37.4,76,100,62.0,26.3,3.23,23.07,2.253,0.279,1.97,-,25.43,-,72.11,80.0,-
1212,嘉義市,2008/04/18,嘉義,5.8,0.74,-,24.9,51,95,59.0,35.77,4.33,31.44,2.33,0.355,1.98,-,23.69,-,77.81,72.0,-
1213,嘉義市,2008/04/17,嘉義,5.2,0.53,-,25.8,52,67,33.0,25.3,4.02,21.28,2.138,0.273,1.87,-,25.34,-,78.45,58.0,-
1214,嘉義市,2008/04/16,嘉義,4.4,0.42,-,35.8,75,64,41.0,17.68,1.86,15.77,2.163,0.29,1.87,-,26.94,-,65.93,87.0,-
1215,嘉義市,2008/04/15,嘉義,6.9,0.58,-,29.7,60,104,62.0,28.6,4.04,24.53,2.252,0.283,1.97,-,25.6,-,68.84,77.0,-
1216,嘉義市,2008/04/14,嘉義,5.9,0.55,-,31.6,58,110,65.0,24.0,2.24,21.78,2.139,0.21,1.93,-,24.51,-,69.96,80.0,-
1217,嘉義市,2008/04/13,嘉義,5.3,0.51,-,31.8,64,79,52.0,22.47,2.2,20.28,2.087,0.177,1.91,-,24.86,-,72.77,66.0,-
1218,嘉義市,2008/04/12,嘉義,4.5,0.54,-,25.9,49,88,56.0,23.06,2.35,20.72,2.151,0.236,1.92,-,24.93,-,73.54,69.0,-
1219,嘉義市,2008/04/11,嘉義,4.8,0.59,-,25.9,59,88,52.0,24.29,1.63,22.63,2.255,0.277,1.98,-,25.04,-,75.74,69.0,-
1220,嘉義市,2008/04/10,嘉義,2.6,0.37,-,20.9,38,51,31.0,14.86,1.16,13.66,1.959,0.155,1.8,-,28.01,-,63.3,50.0,-
1221,嘉義市,2008/04/09,嘉義,3.0,0.33,-,15.7,29,45,25.0,14.93,1.79,13.15,1.944,0.154,1.79,-,28.09,-,57.53,45.0,-
1222,嘉義市,2008/04/08,嘉義,3.1,0.32,-,20.1,41,48,27.0,13.37,1.98,11.39,1.956,0.152,1.8,-,28.6,-,59.73,50.0,-
1223,嘉義市,2008/04/07,嘉義,3.5,0.38,-,17.1,31,53,31.0,14.91,2.51,12.39,1.95,0.127,1.82,-,28.73,-,58.84,52.0,-
1224,嘉義市,2008/04/06,嘉義,2.6,0.36,-,24.9,46,55,35.0,10.51,0.79,9.69,1.884,0.084,1.8,-,28.0,-,62.25,52.0,-
1225,嘉義市,2008/04/05,嘉義,4.1,0.62,-,30.4,60,102,72.0,19.79,2.07,17.69,2.118,0.171,1.95,-,27.38,-,60.84,76.0,-
1226,嘉義市,2008/04/04,嘉義,5.6,0.78,-,45.7,89,120,88.0,28.48,4.0,24.48,2.231,0.257,1.97,-,25.71,-,63.97,87.0,-
1227,嘉義市,2008/04/03,嘉義,5.0,0.73,-,27.7,59,88,60.0,31.09,3.8,27.28,2.264,0.303,1.96,-,23.74,-,66.28,69.0,-
1228,嘉義市,2008/04/02,嘉義,4.6,0.8,-,35.7,74,72,51.0,36.75,11.22,25.53,2.361,0.39,1.97,-,23.54,-,71.52,75.0,-
1229,嘉義市,2008/04/01,嘉義,4.9,0.94,-,5.1,10,74,52.0,54.5,20.5,34.0,2.673,0.577,2.1,-,18.7,-,81.2,62.0,-
1230,宜蘭縣,2008/04/30,宜蘭,2.0,0.51,398.76,26.1,38,20,11.0,14.94,1.79,13.14,-,-,-,-,24.92,-,91.85,36.0,-
1231,宜蘭縣,2008/04/30,冬山,1.7,0.58,-,23.6,39,37,12.0,16.95,3.07,13.88,-,-,-,-,23.64,-,88.87,37.0,-
1232,宜蘭縣,2008/04/29,宜蘭,1.5,0.43,391.21,44.0,53,21,12.0,9.99,1.09,8.89,-,-,-,-,23.51,-,92.24,46.0,-
1233,宜蘭縣,2008/04/29,冬山,0.8,0.44,-,34.3,48,30,11.0,13.12,2.28,10.82,-,-,-,-,21.95,-,90.82,44.0,-
1234,宜蘭縣,2008/04/28,宜蘭,2.0,0.4,399.09,39.1,57,39,25.0,12.43,1.37,11.06,-,-,-,-,23.41,-,84.08,55.0,-
1235,宜蘭縣,2008/04/28,冬山,0.9,0.34,-,34.6,54,51,23.0,13.47,2.91,10.52,-,-,-,-,21.95,-,83.15,52.0,-
1236,宜蘭縣,2008/04/27,宜蘭,1.9,0.32,395.73,43.4,56,56,24.0,10.38,0.87,9.49,-,-,-,-,24.89,-,69.29,53.0,-
1237,宜蘭縣,2008/04/27,冬山,1.8,0.36,-,36.3,47,62,27.0,12.43,1.47,10.99,-,-,-,-,23.46,-,67.44,56.0,-
1238,宜蘭縣,2008/04/26,宜蘭,3.7,0.44,399.1,57.9,86,61,33.0,12.44,0.83,11.59,-,-,-,-,23.74,-,59.97,77.0,-
1239,宜蘭縣,2008/04/26,冬山,2.7,0.36,-,48.6,80,65,32.0,15.11,1.37,13.7,-,-,-,-,22.34,-,62.4,70.0,-
1240,宜蘭縣,2008/04/25,宜蘭,2.6,0.39,394.28,49.7,63,51,30.0,9.4,0.83,8.56,-,-,-,-,20.8,-,65.0,54.0,-
1241,宜蘭縣,2008/04/25,冬山,1.1,0.32,-,43.9,65,58,31.0,11.59,1.26,10.29,-,-,-,-,19.35,-,64.37,56.0,-
1242,宜蘭縣,2008/04/24,宜蘭,4.4,0.56,395.84,48.6,54,96,62.0,12.36,0.62,11.72,-,-,-,-,19.13,-,73.53,73.0,-
1243,宜蘭縣,2008/04/24,冬山,3.5,0.54,-,45.9,59,110,63.0,20.9,3.15,17.75,-,-,-,-,18.1,-,67.91,80.0,-
1244,宜蘭縣,2008/04/23,宜蘭,5.8,0.63,400.91,43.0,53,64,48.0,12.41,0.79,11.55,-,-,-,-,21.81,-,72.31,57.0,-
1245,宜蘭縣,2008/04/23,冬山,5.4,0.54,-,40.6,50,77,49.0,14.22,1.8,12.42,-,-,-,-,20.37,-,71.94,64.0,-
1246,宜蘭縣,2008/04/22,宜蘭,2.8,0.42,391.01,41.3,50,32,20.0,11.91,1.17,10.71,-,-,-,-,25.25,-,81.38,51.0,-
1247,宜蘭縣,2008/04/22,冬山,5.4,0.49,-,38.2,44,54,18.0,14.6,2.24,12.36,-,-,-,-,22.85,-,81.35,52.0,-
1248,宜蘭縣,2008/04/21,宜蘭,2.3,0.46,393.01,21.4,25,19,13.0,14.47,2.1,12.35,-,-,-,-,25.32,-,93.6,26.0,-
1249,宜蘭縣,2008/04/21,冬山,1.7,0.42,-,17.2,23,46,12.0,13.5,3.3,10.21,-,-,-,-,24.26,-,89.86,46.0,-
1250,宜蘭縣,2008/04/20,宜蘭,1.8,0.33,386.87,36.7,47,21,12.0,9.8,1.06,8.73,-,-,-,-,24.62,-,93.59,41.0,-
1251,宜蘭縣,2008/04/20,冬山,2.7,0.59,-,18.9,23,41,13.0,22.04,4.99,17.05,-,-,-,-,23.59,-,89.7,41.0,-
1252,宜蘭縣,2008/04/19,宜蘭,1.6,0.5,400.51,31.7,37,29,23.0,15.37,1.34,14.01,-,-,-,-,23.32,-,94.47,37.0,-
1253,宜蘭縣,2008/04/19,冬山,2.6,0.67,-,18.2,27,70,29.0,23.73,3.88,19.84,-,-,-,-,21.95,-,90.3,60.0,-
1254,宜蘭縣,2008/04/18,宜蘭,2.7,0.54,397.53,50.3,64,53,33.0,10.45,0.88,9.54,-,-,-,-,22.56,-,83.7,58.0,-
1255,宜蘭縣,2008/04/18,冬山,1.9,0.59,-,38.2,50,72,30.0,22.17,2.78,19.38,-,-,-,-,21.12,-,82.74,61.0,-
1256,宜蘭縣,2008/04/17,宜蘭,1.9,0.42,396.36,32.5,48,18,11.0,9.79,1.47,8.31,-,-,-,-,23.91,-,90.1,41.0,-
1257,宜蘭縣,2008/04/17,冬山,2.0,0.38,-,30.7,46,29,8.0,13.56,2.8,10.75,-,-,-,-,22.43,-,89.5,44.0,-
1258,宜蘭縣,2008/04/16,宜蘭,2.1,0.38,403.58,19.9,30,28,17.0,12.58,2.59,9.98,-,-,-,-,26.0,-,86.43,28.0,-
1259,宜蘭縣,2008/04/16,冬山,2.8,0.53,-,16.3,32,44,16.0,22.88,7.57,15.3,-,-,-,-,25.04,-,82.23,44.0,-
1260,宜蘭縣,2008/04/15,宜蘭,1.9,0.44,402.42,28.2,42,33,20.0,11.23,1.18,10.05,-,-,-,-,24.99,-,84.08,39.0,-
1261,宜蘭縣,2008/04/15,冬山,3.6,0.48,-,19.0,31,61,19.0,19.84,4.09,15.75,-,-,-,-,23.87,-,81.17,56.0,-
1262,宜蘭縣,2008/04/14,宜蘭,1.6,0.43,391.99,45.5,53,47,27.0,10.3,1.02,9.26,-,-,-,-,21.53,-,89.36,49.0,-
1263,宜蘭縣,2008/04/14,冬山,0.8,0.46,-,36.2,47,68,23.0,22.77,4.0,18.75,-,-,-,-,20.18,-,87.59,59.0,-
1264,宜蘭縣,2008/04/13,宜蘭,1.3,0.4,392.11,38.0,44,26,18.0,11.12,1.17,9.95,-,-,-,-,22.51,-,92.14,44.0,-
1265,宜蘭縣,2008/04/13,冬山,1.6,0.29,-,47.7,54,40,13.0,6.75,0.56,6.14,-,-,-,-,21.24,-,87.91,49.0,-
1266,宜蘭縣,2008/04/12,宜蘭,2.2,0.66,413.88,17.8,28,42,28.0,21.65,3.11,18.54,-,-,-,-,23.49,-,88.43,42.0,-
1267,宜蘭縣,2008/04/12,冬山,2.2,0.44,-,24.9,35,54,22.0,16.81,3.08,13.72,-,-,-,-,22.65,-,82.15,52.0,-
1268,宜蘭縣,2008/04/11,宜蘭,2.5,0.47,398.97,38.0,51,60,32.0,13.52,1.11,12.42,-,-,-,-,21.68,-,85.73,55.0,-
1269,宜蘭縣,2008/04/11,冬山,2.1,0.45,-,25.5,33,87,29.0,23.39,4.6,18.77,-,-,-,-,20.37,-,82.38,68.0,-
1270,宜蘭縣,2008/04/10,宜蘭,1.7,0.54,402.11,30.7,40,48,28.0,12.76,1.42,11.35,-,-,-,-,22.36,-,85.1,48.0,-
1271,宜蘭縣,2008/04/10,冬山,2.8,0.38,-,33.8,54,64,25.0,11.55,1.34,10.23,-,-,-,-,21.19,-,79.1,57.0,-
1272,宜蘭縣,2008/04/09,宜蘭,1.8,0.47,403.54,20.3,29,45,26.0,12.46,2.14,10.31,-,-,-,-,27.31,-,82.36,45.0,-
1273,宜蘭縣,2008/04/09,冬山,4.3,0.46,-,17.2,23,79,24.0,18.3,5.49,12.8,-,-,-,-,26.3,-,79.13,64.0,-
1274,宜蘭縣,2008/04/08,宜蘭,2.2,0.39,402.04,25.8,36,44,27.0,8.53,1.54,6.98,-,-,-,-,27.51,-,82.39,44.0,-
1275,宜蘭縣,2008/04/08,冬山,4.2,0.37,-,20.7,31,76,27.0,13.8,3.37,10.43,-,-,-,-,26.5,-,79.67,63.0,-
1276,宜蘭縣,2008/04/07,宜蘭,2.3,0.4,405.05,28.8,43,45,27.0,8.63,1.0,7.63,-,-,-,-,27.21,-,82.38,45.0,-
1277,宜蘭縣,2008/04/07,冬山,2.8,0.41,-,22.7,42,81,28.0,15.25,3.54,11.7,-,-,-,-,25.91,-,81.36,66.0,-
1278,宜蘭縣,2008/04/06,宜蘭,1.7,0.54,413.3,28.8,47,46,32.0,11.51,1.59,9.9,-,-,-,-,26.27,-,82.69,48.0,-
1279,宜蘭縣,2008/04/06,冬山,3.1,0.58,-,23.0,40,70,27.0,16.6,4.02,12.59,-,-,-,-,25.16,-,80.29,60.0,-
1280,宜蘭縣,2008/04/05,宜蘭,1.8,0.68,415.3,37.4,61,43,31.0,13.75,1.27,12.46,-,-,-,-,25.17,-,85.78,58.0,-
1281,宜蘭縣,2008/04/05,冬山,2.5,0.6,-,30.6,55,62,24.0,19.04,3.9,15.15,-,-,-,-,24.07,-,81.55,56.0,-
1282,宜蘭縣,2008/04/04,宜蘭,1.8,0.71,412.21,39.3,65,26,17.0,13.33,1.57,11.74,-,-,-,-,22.88,-,84.94,63.0,-
1283,宜蘭縣,2008/04/04,冬山,1.6,0.67,-,37.4,60,34,12.0,14.13,2.3,11.81,-,-,-,-,21.59,-,81.31,57.0,-
1284,宜蘭縣,2008/04/03,宜蘭,2.1,0.69,397.0,45.5,60,25,21.0,16.45,1.1,15.36,-,-,-,-,17.98,-,94.62,54.0,-
