序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2013/05/31,松山,9.2,0.45,423.75,26.3,60,38,37.0,29.18,6.06,23.12,1.983,0.219,1.77,29.76,69.14,63.0
2,臺北市,2013/05/31,古亭,5.2,0.56,-,23.7,48,49,29.0,29.97,7.38,22.59,2.021,0.246,1.77,30.16,70.01,54.0
3,臺北市,2013/05/31,中山,6.7,0.65,-,17.4,37,48,-,36.1,11.68,24.42,2.092,0.255,1.84,30.72,67.84,48.0
4,臺北市,2013/05/31,大同,6.8,1.44,-,-,-,48,32.0,58.1,28.81,29.29,2.514,0.503,2.01,-,-,48.0
5,臺北市,2013/05/31,萬華,7.4,0.58,-,18.6,42,37,24.0,33.95,9.06,24.89,-,-,-,30.8,68.3,51.0
6,臺北市,2013/05/31,陽明,3.8,0.18,413.59,38.0,59,23,17.0,9.72,1.74,7.98,-,-,-,23.23,84.61,64.0
7,臺北市,2013/05/31,士林,4.3,0.35,-,21.7,44,35,22.0,22.07,5.65,16.43,-,-,-,29.69,75.23,56.0
8,臺北市,2013/05/30,松山,3.5,0.6,432.35,27.3,69,32,28.0,29.93,6.68,23.25,2.126,0.257,1.87,29.52,68.51,85.0
9,臺北市,2013/05/30,古亭,2.9,0.55,-,29.4,69,42,24.0,24.53,6.31,18.23,1.972,0.216,1.76,29.56,70.02,101.0
10,臺北市,2013/05/30,中山,3.6,0.73,-,23.4,59,48,-,35.77,12.65,23.12,2.187,0.289,1.9,30.39,66.99,93.0
11,臺北市,2013/05/30,大同,4.1,1.51,-,-,-,49,34.0,61.22,33.38,27.84,2.544,0.53,2.01,-,-,49.0
12,臺北市,2013/05/30,萬華,3.1,0.62,-,26.7,67,30,20.0,27.37,7.01,20.36,-,-,-,30.26,67.69,105.0
13,臺北市,2013/05/30,陽明,2.6,0.17,408.83,40.3,64,20,16.0,6.57,0.65,5.9,-,-,-,23.15,88.54,77.0
14,臺北市,2013/05/30,士林,3.3,0.53,-,35.7,80,42,27.0,23.76,4.93,18.84,-,-,-,29.75,74.8,112.0
15,臺北市,2013/05/29,松山,2.5,0.72,436.88,20.5,49,30,25.0,37.08,10.38,26.7,2.287,0.338,1.95,28.83,73.55,70.0
16,臺北市,2013/05/29,古亭,2.4,0.68,-,22.0,50,40,24.0,31.86,9.14,22.72,2.057,0.258,1.8,28.81,75.69,74.0
17,臺北市,2013/05/29,中山,1.6,0.8,-,18.0,38,42,-,39.0,10.45,28.56,2.269,0.338,1.93,30.28,68.58,42.0
18,臺北市,2013/05/29,大同,4.6,2.28,-,-,-,49,32.0,92.56,54.84,37.71,2.869,0.837,2.03,-,-,49.0
19,臺北市,2013/05/29,萬華,1.9,0.64,-,20.0,44,26,18.0,28.31,6.84,21.47,-,-,-,29.9,70.2,53.0
20,臺北市,2013/05/29,陽明,2.7,0.17,406.56,42.4,61,23,16.0,6.2,1.24,4.97,-,-,-,23.69,84.6,57.0
21,臺北市,2013/05/29,士林,2.4,0.61,-,24.1,54,31,20.0,30.62,5.04,25.58,-,-,-,29.59,74.66,56.0
