序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),風速
WIND_SPEED
(m/sec),溫度
AMB_TEMP
25,臺北市,2015/06/29,陽明,-,-,-,-,-,12,-,-,-,-,-,-
26,臺北市,2015/06/29,陽明,2,0.14,395.84,25.7,17,-,6,1.7,4.3,-,24.99,84.91
27,臺北市,2015/06/29,士林,-,-,-,-,-,20,-,-,-,-,-,-
28,臺北市,2015/06/29,士林,2.9,0.35,-,19.6,40,-,19.86,4.44,15.42,2.44,32,64.9
29,臺北市,2015/06/28,松山,-,-,-,-,-,18,-,-,-,-,-,-
30,臺北市,2015/06/28,松山,2.6,0.44,417.3,21.7,34,-,23.17,7.04,16.13,2.42,32.43,60.79
31,臺北市,2015/06/28,古亭,-,-,-,-,-,14,-,-,-,-,-,-
32,臺北市,2015/06/28,古亭,2.1,0.39,-,20.8,46,-,17.65,4.34,13.31,2.28,31.74,70.49
33,臺北市,2015/06/28,中山,-,-,-,-,-,17,-,-,-,-,-,-
34,臺北市,2015/06/28,中山,4,0.63,-,16.9,37,-,30.65,11.16,19.49,1.98,33.18,61.41
35,臺北市,2015/06/28,大同,-,-,-,-,-,16,-,-,-,-,-,-
36,臺北市,2015/06/28,大同,3.4,1.17,-,-,48,-,37.74,19.1,18.64,-,-,-
37,臺北市,2015/06/28,萬華,-,-,-,-,-,17,-,-,-,-,-,-
38,臺北市,2015/06/28,萬華,3.2,0.44,-,21.2,34,-,17.9,3.85,14.05,2.01,32.48,63.36
39,臺北市,2015/06/28,陽明,-,-,-,-,-,12,-,-,-,-,-,-
40,臺北市,2015/06/28,陽明,1.2,0.13,392.93,25.1,19,-,5.3,2.13,3.18,-,25.23,84.89
41,臺北市,2015/06/28,士林,-,-,-,-,-,15,-,-,-,-,-,-
42,臺北市,2015/06/28,士林,3,0.27,-,21,35,-,15.61,2.55,13.06,2.92,32.08,64.84
43,臺北市,2015/06/27,松山,-,-,-,-,-,17,-,-,-,-,-,-
44,臺北市,2015/06/27,松山,2.4,0.44,416.01,20,45,-,24.82,8.76,16.06,2.31,32.29,61.5
45,臺北市,2015/06/27,古亭,-,-,-,-,-,15,-,-,-,-,-,-
46,臺北市,2015/06/27,古亭,2.3,0.41,-,17.5,47,-,19.76,5.67,14.09,2.37,31.55,71.86
47,臺北市,2015/06/27,中山,-,-,-,-,-,17,-,-,-,-,-,-
48,臺北市,2015/06/27,中山,3.8,0.65,-,15.3,48,-,31.3,11.79,19.52,2.27,32.92,62.7
49,臺北市,2015/06/27,大同,-,-,-,-,-,15,-,-,-,-,-,-
50,臺北市,2015/06/27,大同,3.7,1.62,-,-,55,-,52.97,32.18,20.8,-,-,-
51,臺北市,2015/06/27,萬華,-,-,-,-,-,16,-,-,-,-,-,-
52,臺北市,2015/06/27,萬華,2.8,0.45,-,18,39,-,21.06,5.85,15.21,2.18,32.3,64.62
53,臺北市,2015/06/27,陽明,-,-,-,-,-,12,-,-,-,-,-,-
54,臺北市,2015/06/27,陽明,1.6,0.14,398.92,22.7,20,-,5.28,0.7,4.53,-,24.66,89.28
55,臺北市,2015/06/27,士林,-,-,-,-,-,16,-,-,-,-,-,-
56,臺北市,2015/06/27,士林,3,0.26,-,21.3,43,-,15.2,2.74,12.46,2.64,32,65.01
57,臺北市,2015/06/26,松山,-,-,-,-,-,17,-,-,-,-,-,-
58,臺北市,2015/06/26,松山,3,0.55,422.54,20.3,42,-,31.03,11.52,19.51,2.36,31.9,63.41
59,臺北市,2015/06/26,古亭,-,-,-,-,-,14,-,-,-,-,-,-
60,臺北市,2015/06/26,古亭,2.4,0.44,-,19.7,49,-,21.63,5.52,16.1,2.07,31.37,72.32
61,臺北市,2015/06/26,中山,-,-,-,-,-,18,-,-,-,-,-,-
62,臺北市,2015/06/26,中山,3.2,0.91,-,14,47,-,44.26,18.94,25.32,2.05,32.75,63.66
63,臺北市,2015/06/26,大同,-,-,-,-,-,15,-,-,-,-,-,-
64,臺北市,2015/06/26,大同,3.6,1.61,-,-,53,-,46.9,24.2,22.69,-,-,-
65,臺北市,2015/06/26,萬華,-,-,-,-,-,16,-,-,-,-,-,-
66,臺北市,2015/06/26,萬華,3.2,0.54,-,18.1,39,-,24.03,5.93,18.1,2.11,32.17,65.24
67,臺北市,2015/06/26,陽明,-,-,-,-,-,12,-,-,-,-,-,-
68,臺北市,2015/06/26,陽明,1.4,0.13,396.26,24,21,-,5.36,0.81,4.54,-,24.57,90.59
69,臺北市,2015/06/26,士林,-,-,-,-,-,15,-,-,-,-,-,-
70,臺北市,2015/06/26,士林,3.2,0.28,-,22.4,42,-,17.22,4.13,13.09,2.68,31.76,66.24
71,臺北市,2015/06/25,松山,-,-,-,-,-,14,-,-,-,-,-,-
72,臺北市,2015/06/25,松山,3,0.64,429.45,24.6,41,-,33.92,12.34,21.58,1.6,30.64,69.45
73,臺北市,2015/06/25,古亭,-,-,-,-,-,13,-,-,-,-,-,-
74,臺北市,2015/06/25,古亭,2.6,0.49,-,21.4,47,-,22.92,6.82,16.1,1.87,30.27,77.04
75,臺北市,2015/06/25,中山,-,-,-,-,-,14,-,-,-,-,-,-
76,臺北市,2015/06/25,中山,3.4,0.79,-,17.7,38,-,39.31,14.52,24.79,1.78,31.33,69.89
77,臺北市,2015/06/25,大同,-,-,-,-,-,12,-,-,-,-,-,-
78,臺北市,2015/06/25,大同,3.9,2.04,-,-,46,-,62.8,36.05,26.75,-,-,-
79,臺北市,2015/06/25,萬華,-,-,-,-,-,14,-,-,-,-,-,-
80,臺北市,2015/06/25,萬華,2,0.58,-,23.3,34,-,23.65,5.11,18.54,1.56,30.97,70.3
81,臺北市,2015/06/25,陽明,-,-,-,-,-,11,-,-,-,-,-,-
82,臺北市,2015/06/25,陽明,1.7,0.15,408.8,27.7,18,-,6.1,1.29,4.81,-,24.28,90.93
83,臺北市,2015/06/25,士林,-,-,-,-,-,13,-,-,-,-,-,-
84,臺北市,2015/06/25,士林,2.9,0.44,-,23.1,35,-,20.18,3.85,16.33,1.93,30.54,72.28
85,臺北市,2015/06/24,松山,-,-,-,-,-,14,-,-,-,-,-,-
86,臺北市,2015/06/24,松山,3.9,0.58,429.91,18.4,25,-,31.27,7.56,23.71,1.17,28.56,79.46
87,臺北市,2015/06/24,古亭,-,-,-,-,-,14,-,-,-,-,-,-
88,臺北市,2015/06/24,古亭,3.1,0.6,-,19.8,38,-,28.68,6.63,22.05,1.25,28.3,88.74
89,臺北市,2015/06/24,中山,-,-,-,-,-,13,-,-,-,-,-,-
90,臺北市,2015/06/24,中山,3.7,0.86,-,16.9,33,-,48.15,15.16,32.98,1.33,29.1,81.94
91,臺北市,2015/06/24,大同,-,-,-,-,-,17,-,-,-,-,-,-
92,臺北市,2015/06/24,大同,3.8,2.19,-,-,48,-,90.82,51.74,39.08,-,-,-
93,臺北市,2015/06/24,萬華,-,-,-,-,-,10,-,-,-,-,-,-
94,臺北市,2015/06/24,萬華,2.4,0.68,-,21.8,24,-,33.15,7.04,26.11,1.14,29.06,81.02
95,臺北市,2015/06/24,陽明,-,-,-,-,-,9,-,-,-,-,-,-
96,臺北市,2015/06/24,陽明,2.2,0.15,410.39,35,13,-,4.7,1,3.69,-,23.49,97.04
97,臺北市,2015/06/24,士林,-,-,-,-,-,11,-,-,-,-,-,-
98,臺北市,2015/06/24,士林,2.3,0.51,-,26.7,24,-,23.36,3.49,19.86,1.54,28.55,80.78
99,臺北市,2015/06/23,松山,-,-,-,-,-,12,-,-,-,-,-,-
100,臺北市,2015/06/23,松山,3.8,0.54,426.39,20.9,25,-,29.12,8.72,20.4,1.45,29.17,74.54
101,臺北市,2015/06/23,古亭,-,-,-,-,-,11,-,-,-,-,-,-
102,臺北市,2015/06/23,古亭,3,0.56,-,18.7,34,-,27.64,6.56,21.08,1.63,28.55,81.17
103,臺北市,2015/06/23,中山,-,-,-,-,-,11,-,-,-,-,-,-
104,臺北市,2015/06/23,中山,3,0.69,-,15.6,26,-,35.61,9.65,25.96,1.74,29.62,75.98
105,臺北市,2015/06/23,大同,-,-,-,-,-,15,-,-,-,-,-,-
106,臺北市,2015/06/23,大同,4,2.01,-,-,45,-,81.25,51,30.24,-,-,-
107,臺北市,2015/06/23,萬華,-,-,-,-,-,12,-,-,-,-,-,-
108,臺北市,2015/06/23,萬華,3.3,0.56,-,18.5,30,-,28.7,6.01,22.69,1.35,29.32,75.69
109,臺北市,2015/06/23,陽明,-,-,-,-,-,10,-,-,-,-,-,-
110,臺北市,2015/06/23,陽明,1.3,0.13,405.42,31.1,11,-,3.39,0.93,2.46,-,23.47,92.01
111,臺北市,2015/06/23,士林,-,-,-,-,-,15,-,-,-,-,-,-
112,臺北市,2015/06/23,士林,3.3,0.47,-,18.9,26,-,26.82,6.06,20.77,1.56,29.26,74.91
113,臺北市,2015/06/22,松山,-,-,-,-,-,18,-,-,-,-,-,-
114,臺北市,2015/06/22,松山,4.9,0.49,432.86,22.1,38,-,27.64,7.48,20.16,1.28,29.33,73.58
115,臺北市,2015/06/22,古亭,-,-,-,-,-,13,-,-,-,-,-,-
116,臺北市,2015/06/22,古亭,3.7,0.54,-,21.9,40,-,24.51,6.28,18.24,1.62,29.02,83.74
117,臺北市,2015/06/22,中山,-,-,-,-,-,13,-,-,-,-,-,-
118,臺北市,2015/06/22,中山,5.7,0.59,-,20.2,30,-,30.31,7.09,23.23,1.63,30.1,72.41
119,臺北市,2015/06/22,大同,-,-,-,-,-,15,-,-,-,-,-,-
120,臺北市,2015/06/22,大同,6.7,2.29,-,-,46,-,91.28,60.23,31.05,-,-,-
121,臺北市,2015/06/22,萬華,-,-,-,-,-,14,-,-,-,-,-,-
122,臺北市,2015/06/22,萬華,5.1,0.56,-,19.4,30,-,28.73,7.23,21.5,1.31,29.83,71.62
123,臺北市,2015/06/22,陽明,-,-,-,-,-,12,-,-,-,-,-,-
124,臺北市,2015/06/22,陽明,2.1,0.15,409.72,30.7,13,-,3.64,0.92,2.71,-,23.29,88.93
125,臺北市,2015/06/22,士林,-,-,-,-,-,15,-,-,-,-,-,-
126,臺北市,2015/06/22,士林,2.7,0.4,-,20.1,24,-,21.13,5.15,15.99,1.63,29.78,71.57
127,臺北市,2015/06/21,松山,-,-,-,-,-,18,-,-,-,-,-,-
128,臺北市,2015/06/21,松山,3.1,0.38,427.92,27.2,28,-,19.29,3.9,15.39,1.52,29.41,74.26
129,臺北市,2015/06/21,古亭,-,-,-,-,-,15,-,-,-,-,-,-
130,臺北市,2015/06/21,古亭,3,0.41,-,25.1,41,-,18.6,2.83,15.77,1.88,29.04,83.35
131,臺北市,2015/06/21,中山,-,-,-,-,-,18,-,-,-,-,-,-
132,臺北市,2015/06/21,中山,2,0.53,-,24.9,34,-,26.84,5.65,21.19,1.62,30.03,75.69
133,臺北市,2015/06/21,大同,-,-,-,-,-,21,-,-,-,-,-,-
134,臺北市,2015/06/21,大同,3.6,1.31,-,-,49,-,62.11,32.57,29.55,-,-,-
135,臺北市,2015/06/21,萬華,-,-,-,-,-,20,-,-,-,-,-,-
136,臺北市,2015/06/21,萬華,3.2,0.49,-,28,29,-,23.71,3.86,19.86,1.44,29.71,75.42
137,臺北市,2015/06/21,陽明,-,-,-,-,-,16,-,-,-,-,-,-
138,臺北市,2015/06/21,陽明,2.1,0.17,413.77,33.1,17,-,4.98,1.26,3.72,-,23.51,91.9
139,臺北市,2015/06/21,士林,-,-,-,-,-,16,-,-,-,-,-,-
140,臺北市,2015/06/21,士林,2.4,0.31,-,28.1,29,-,14.25,2.86,11.39,1.38,29.43,74.09
141,臺北市,2015/06/20,松山,-,-,-,-,-,18,-,-,-,-,-,-
142,臺北市,2015/06/20,松山,4.3,0.36,421.02,28.3,31,-,16.63,3.23,13.4,2,29.74,71.89
143,臺北市,2015/06/20,古亭,-,-,-,-,-,18,-,-,-,-,-,-
144,臺北市,2015/06/20,古亭,3.4,0.35,-,23.5,46,-,17.44,2.61,14.84,2.04,29.73,82.19
145,臺北市,2015/06/20,中山,-,-,-,-,-,17,-,-,-,-,-,-
146,臺北市,2015/06/20,中山,2.2,0.42,-,23.7,38,-,20.82,4.28,16.55,2.17,30.63,72.22
147,臺北市,2015/06/20,大同,-,-,-,-,-,16,-,-,-,-,-,-
148,臺北市,2015/06/20,大同,3,1.02,-,-,47,-,41.22,19.34,21.88,-,-,-
149,臺北市,2015/06/20,萬華,-,-,-,-,-,19,-,-,-,-,-,-
150,臺北市,2015/06/20,萬華,3.2,0.38,-,24.5,32,-,20.29,3.91,16.38,1.75,30.34,72.04
151,臺北市,2015/06/20,陽明,-,-,-,-,-,11,-,-,-,-,-,-
152,臺北市,2015/06/20,陽明,1.2,0.14,407.57,29.4,14,-,4.3,1.3,2.99,-,23.64,89.86
153,臺北市,2015/06/20,士林,-,-,-,-,-,14,-,-,-,-,-,-
154,臺北市,2015/06/20,士林,2.6,0.23,-,31.6,29,-,11.6,3.92,7.68,2.17,30.03,71.09
155,臺北市,2015/06/19,松山,-,-,-,-,-,16,-,-,-,-,-,-
156,臺北市,2015/06/19,松山,3.6,0.36,421.89,27.6,28,-,19.64,3.94,15.7,1.91,30.44,69.34
157,臺北市,2015/06/19,古亭,-,-,-,-,-,15,-,-,-,-,-,-
158,臺北市,2015/06/19,古亭,2.6,0.41,-,23.3,40,-,18.94,3.22,15.72,2.07,30.3,79.56
159,臺北市,2015/06/19,中山,-,-,-,-,-,15,-,-,-,-,-,-
160,臺北市,2015/06/19,中山,4.4,0.49,-,22.7,36,-,25.69,5.86,19.83,2.03,31.4,69.33
161,臺北市,2015/06/19,大同,-,-,-,-,-,13,-,-,-,-,-,-
162,臺北市,2015/06/19,大同,4.6,1.06,-,-,49,-,47.41,22.33,25.08,-,-,-
163,臺北市,2015/06/19,萬華,-,-,-,-,-,17,-,-,-,-,-,-
164,臺北市,2015/06/19,萬華,2.9,0.41,-,26.1,30,-,20.86,3.45,17.41,1.78,31.13,68.45
165,臺北市,2015/06/19,陽明,-,-,-,-,-,13,-,-,-,-,-,-
166,臺北市,2015/06/19,陽明,2,0.14,406.38,29.1,16,-,5.58,0.97,4.6,-,23.39,92.37
167,臺北市,2015/06/19,士林,-,-,-,-,-,13,-,-,-,-,-,-
168,臺北市,2015/06/19,士林,2.9,0.25,-,27.7,32,-,14.36,3.17,11.19,1.99,30.48,71.26
169,臺北市,2015/06/18,松山,-,-,-,-,-,18,-,-,-,-,-,-
170,臺北市,2015/06/18,松山,3.4,0.58,431.65,23.5,36,-,34.5,8.97,25.52,2.06,31.52,59.93
171,臺北市,2015/06/18,古亭,-,-,-,-,-,12,-,-,-,-,-,-
172,臺北市,2015/06/18,古亭,3.2,0.53,-,22.4,38,-,25.92,5.17,20.75,2.16,31.19,71.93
173,臺北市,2015/06/18,中山,-,-,-,-,-,16,-,-,-,-,-,-
174,臺北市,2015/06/18,中山,4.2,0.82,-,17.1,39,-,41.38,14.31,27.07,1.92,32.37,60.33
175,臺北市,2015/06/18,大同,-,-,-,-,-,15,-,-,-,-,-,-
176,臺北市,2015/06/18,大同,4.4,1.69,-,-,48,-,58.24,27.54,30.7,-,-,-
177,臺北市,2015/06/18,萬華,-,-,-,-,-,15,-,-,-,-,-,-
178,臺北市,2015/06/18,萬華,3.8,0.59,-,23.2,36,-,27.24,5.38,21.85,1.7,31.9,61.52
179,臺北市,2015/06/18,陽明,-,-,-,-,-,13,-,-,-,-,-,-
180,臺北市,2015/06/18,陽明,3.2,0.16,404.14,32,18,-,8.19,1.32,6.87,-,24.33,80.22
181,臺北市,2015/06/18,士林,-,-,-,-,-,16,-,-,-,-,-,-
182,臺北市,2015/06/18,士林,4,0.37,-,23.3,41,-,21.41,4.16,17.25,2.14,31.23,63.17
183,臺北市,2015/06/17,松山,-,-,-,-,-,19,-,-,-,-,-,-
184,臺北市,2015/06/17,松山,3.9,0.56,438.05,27.1,39,-,31.86,8.51,23.35,1.84,30.94,66.25
185,臺北市,2015/06/17,古亭,-,-,-,-,-,13,-,-,-,-,-,-
186,臺北市,2015/06/17,古亭,3.3,0.48,-,20.1,45,-,20.95,4.29,16.66,2.19,30.54,56.05
187,臺北市,2015/06/17,中山,-,-,-,-,-,18,-,-,-,-,-,-
188,臺北市,2015/06/17,中山,4.9,0.76,-,23.3,41,-,36.38,11.28,25.1,1.76,32.35,64.3
189,臺北市,2015/06/17,大同,-,-,-,-,-,18,-,-,-,-,-,-
190,臺北市,2015/06/17,大同,4.9,1.93,-,-,53,-,62.3,31.77,30.53,-,-,-
191,臺北市,2015/06/17,萬華,-,-,-,-,-,15,-,-,-,-,-,-
192,臺北市,2015/06/17,萬華,3.4,0.55,-,26.8,34,-,23.1,4.42,18.68,1.56,32.07,64.37
193,臺北市,2015/06/17,陽明,-,-,-,-,-,13,-,-,-,-,-,-
194,臺北市,2015/06/17,陽明,2.3,0.16,405.85,35.6,18,-,6.78,1.31,5.48,-,24.13,88.01
195,臺北市,2015/06/17,士林,-,-,-,-,-,16,-,-,-,-,-,-
196,臺北市,2015/06/17,士林,3.4,0.41,-,24.8,40,-,19.68,3.48,16.2,2.14,31.31,66.51
197,臺北市,2015/06/16,松山,-,-,-,-,-,17,-,-,-,-,-,-
198,臺北市,2015/06/16,松山,7.4,0.55,436.92,28.6,44,-,30.57,6.87,23.7,1.66,30.27,69.23
199,臺北市,2015/06/16,古亭,4.3,0.59,-,21,-,-,26.91,4.95,21.96,-,-,-
200,臺北市,2015/06/16,中山,-,-,-,-,-,18,-,-,-,-,-,-
201,臺北市,2015/06/16,中山,5.8,0.73,-,19.5,44,-,38.09,9.36,28.73,1.72,31.14,69.86
202,臺北市,2015/06/16,大同,-,-,-,-,-,16,-,-,-,-,-,-
203,臺北市,2015/06/16,大同,5.3,2.14,-,-,56,-,79.77,43.71,36.06,-,-,-
204,臺北市,2015/06/16,萬華,-,-,-,-,-,15,-,-,-,-,-,-
205,臺北市,2015/06/16,萬華,4.2,0.55,-,23.9,34,-,24.37,4.97,19.4,1.43,31.36,67.12
206,臺北市,2015/06/16,陽明,-,-,-,-,-,15,-,-,-,-,-,-
207,臺北市,2015/06/16,陽明,1.9,0.18,405.47,31.5,20,-,7.23,1.32,5.92,-,23.57,90.5
208,臺北市,2015/06/16,士林,-,-,-,-,-,13,-,-,-,-,-,-
209,臺北市,2015/06/16,士林,3.3,0.43,-,12.7,36,-,22.71,5.1,17.61,1.6,30.22,71.17
210,臺北市,2015/06/15,松山,-,-,-,-,-,15,-,-,-,-,-,-
211,臺北市,2015/06/15,松山,3.8,0.55,436.23,21.1,34,-,28.6,6.72,21.89,1.35,28.99,75.52
212,臺北市,2015/06/15,古亭,5,0.58,-,15.4,-,-,28.15,7.19,20.97,-,-,-
213,臺北市,2015/06/15,中山,-,-,-,-,-,18,-,-,-,-,-,-
214,臺北市,2015/06/15,中山,4.7,0.74,-,14,34,-,39.34,10,29.35,1.59,29.87,76.4
215,臺北市,2015/06/15,大同,-,-,-,-,-,16,-,-,-,-,-,-
216,臺北市,2015/06/15,大同,4.8,1.9,-,-,52,-,79.34,45.14,34.2,-,-,-
217,臺北市,2015/06/15,萬華,-,-,-,-,-,16,-,-,-,-,-,-
218,臺北市,2015/06/15,萬華,5,0.59,-,19.4,32,-,31.15,6.02,25.14,1.54,29.83,74.2
219,臺北市,2015/06/15,陽明,-,-,-,-,-,11,-,-,-,-,-,-
220,臺北市,2015/06/15,陽明,1.6,0.18,408.44,22.4,15,-,6.78,1.33,5.45,-,22.97,90.6
221,臺北市,2015/06/15,士林,-,-,-,-,-,13,-,-,-,-,-,-
222,臺北市,2015/06/15,士林,3.3,0.39,-,15.7,26,-,20.18,4.74,15.44,1.91,29.13,75.94
223,臺北市,2015/06/14,松山,-,-,-,-,-,16,-,-,-,-,-,-
224,臺北市,2015/06/14,松山,2.5,0.61,441.28,30.5,34,-,28.76,5.55,23.21,1.24,28.27,78.64
225,臺北市,2015/06/14,古亭,-,-,-,-,-,-,-,-,-,-,-,-
226,臺北市,2015/06/14,中山,-,-,-,-,-,18,-,-,-,-,-,-
227,臺北市,2015/06/14,中山,2.6,0.56,-,27.8,29,-,26.77,5.37,21.4,1.81,29.43,76.28
228,臺北市,2015/06/14,大同,-,-,-,-,-,14,-,-,-,-,-,-
229,臺北市,2015/06/14,大同,2.9,1.6,-,-,48,-,71.17,37.75,33.42,-,-,-
230,臺北市,2015/06/14,萬華,-,-,-,-,-,15,-,-,-,-,-,-
231,臺北市,2015/06/14,萬華,1.7,0.54,-,32,29,-,23.42,3.06,20.36,1.49,28.91,76.68
232,臺北市,2015/06/14,陽明,-,-,-,-,-,13,-,-,-,-,-,-
233,臺北市,2015/06/14,陽明,2.6,0.16,406.16,31.2,16,-,5.13,0.86,4.25,-,23.04,92.19
234,臺北市,2015/06/14,士林,-,-,-,-,-,16,-,-,-,-,-,-
235,臺北市,2015/06/14,士林,2.8,0.46,-,27.3,32,-,22.33,4.28,18.05,1.61,28.65,77.15
236,臺北市,2015/06/13,松山,-,-,-,-,-,16,-,-,-,-,-,-
237,臺北市,2015/06/13,松山,2.8,0.58,435.95,28.8,35,-,28.5,6.36,22.14,1.35,28.82,73.74
238,臺北市,2015/06/13,古亭,-,-,-,-,-,15,-,-,-,-,-,-
239,臺北市,2015/06/13,古亭,2.3,0.53,-,23.5,45,-,25.71,6.63,19.08,1.81,29.07,74.61
240,臺北市,2015/06/13,中山,-,-,-,-,-,15,-,-,-,-,-,-
241,臺北市,2015/06/13,中山,2,0.5,-,24.6,36,-,25.32,4.06,21.26,2.16,30.17,71.23
242,臺北市,2015/06/13,大同,-,-,-,-,-,18,-,-,-,-,-,-
243,臺北市,2015/06/13,大同,3.3,1.69,-,-,48,-,76.18,42.96,33.23,-,-,-
244,臺北市,2015/06/13,萬華,-,-,-,-,-,14,-,-,-,-,-,-
245,臺北市,2015/06/13,萬華,1.9,0.49,-,27.3,28,-,23.73,3.64,20.09,1.67,29.77,70.82
246,臺北市,2015/06/13,陽明,-,-,-,-,-,14,-,-,-,-,-,-
247,臺北市,2015/06/13,陽明,2,0.16,404.32,31.9,17,-,6.02,0.79,5.22,-,23.68,87.21
248,臺北市,2015/06/13,士林,-,-,-,-,-,17,-,-,-,-,-,-
249,臺北市,2015/06/13,士林,2.5,0.41,-,25.2,41,-,22.2,5.19,17,1.88,29.42,72.35
250,臺北市,2015/06/12,松山,-,-,-,-,-,18,-,-,-,-,-,-
251,臺北市,2015/06/12,松山,2.8,0.46,427.63,25.2,36,-,25.91,5.98,19.93,1.57,30.24,69.47
252,臺北市,2015/06/12,古亭,-,-,-,-,-,18,-,-,-,-,-,-
253,臺北市,2015/06/12,古亭,2.9,0.47,-,22.9,47,-,24.13,4.41,19.72,1.88,30.67,69.42
254,臺北市,2015/06/12,中山,-,-,-,-,-,18,-,-,-,-,-,-
255,臺北市,2015/06/12,中山,3.4,0.66,-,16.1,39,-,35.31,10.5,24.81,1.92,31.21,69.31
256,臺北市,2015/06/12,大同,-,-,-,-,-,16,-,-,-,-,-,-
257,臺北市,2015/06/12,大同,4.4,1.4,-,-,46,-,65.19,36.21,28.97,-,-,-
258,臺北市,2015/06/12,萬華,-,-,-,-,-,19,-,-,-,-,-,-
259,臺北市,2015/06/12,萬華,3.3,0.52,-,22.2,33,-,27.41,5.27,22.14,1.53,30.98,68.32
260,臺北市,2015/06/12,陽明,-,-,-,-,-,14,-,-,-,-,-,-
261,臺北市,2015/06/12,陽明,1.3,0.17,401.46,30.8,17,-,8.01,2.26,5.75,-,23.11,90.9
262,臺北市,2015/06/12,士林,-,-,-,-,-,14,-,-,-,-,-,-
263,臺北市,2015/06/12,士林,3.5,0.26,-,20.9,32,-,15.05,2.5,12.55,2.6,30.53,68.55
264,臺北市,2015/06/11,松山,-,-,-,-,-,20,-,-,-,-,-,-
265,臺北市,2015/06/11,松山,5.4,0.54,433.42,27.2,36,-,32.53,7.1,25.43,1.93,31.68,60.41
266,臺北市,2015/06/11,古亭,-,-,-,-,-,17,-,-,-,-,-,-
267,臺北市,2015/06/11,古亭,3.7,0.5,-,25.6,45,-,24.48,4.1,20.37,2.05,31.56,62.56
268,臺北市,2015/06/11,中山,-,-,-,-,-,18,-,-,-,-,-,-
269,臺北市,2015/06/11,中山,3.8,0.71,-,23,36,-,35.13,9.61,25.52,2.09,32.52,61.74
270,臺北市,2015/06/11,大同,-,-,-,-,-,18,-,-,-,-,-,-
271,臺北市,2015/06/11,大同,4,1.78,-,-,48,-,59.06,29.5,29.57,-,-,-
272,臺北市,2015/06/11,萬華,-,-,-,-,-,16,-,-,-,-,-,-
273,臺北市,2015/06/11,萬華,2.8,0.53,-,27.8,33,-,23.34,4.02,19.32,1.97,31.92,62.89
