序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
79,臺北市,2003/01/20,古亭,2.4,0.69,-,38.3,-,72,52.19,26.88,5.34,21.53,2.724,0.55,2.17,16.71,-,-,61.0,-
80,臺北市,2003/01/20,中山,7.0,0.78,-,29.1,-,121,-,40.64,7.79,32.85,2.571,0.39,2.18,17.26,-,-,86.0,-
81,臺北市,2003/01/20,大同,7.3,3.21,-,-,-,-,-,162.09,105.87,56.22,4.072,1.69,2.38,17.79,-,-,55.0,-
82,臺北市,2003/01/20,萬華,4.2,0.84,-,37.6,-,73,-,25.8,2.64,23.16,-,-,-,12.88,-,-,62.0,-
83,臺北市,2003/01/20,陽明,5.5,0.5,-,57.5,-,45,-,3.33,0.22,3.11,-,-,-,9.55,-,88.0,52.0,-
84,臺北市,2003/01/20,士林,5.4,1.17,-,46.6,-,56,-,20.24,1.62,18.62,-,-,-,16.16,-,-,53.0,-
85,臺北市,2003/01/19,松山,4.2,0.9,392.32,33.3,-,129,-,29.32,2.62,26.7,-,-,-,17.93,-,-,90.0,-
86,臺北市,2003/01/19,古亭,3.5,1.01,-,30.2,-,119,74.79,35.14,5.61,29.53,2.933,0.67,2.26,17.6,-,-,84.0,-
87,臺北市,2003/01/19,中山,6.3,0.9,-,28.4,-,161,-,34.87,3.92,30.95,2.707,0.38,2.32,18.25,-,-,106.0,-
88,臺北市,2003/01/19,大同,6.4,2.07,-,-,-,-,-,103.76,60.37,43.39,3.306,0.91,2.4,18.47,-,-,41.0,-
89,臺北市,2003/01/19,萬華,5.7,1.01,-,32.8,-,126,-,28.36,2.38,25.97,-,-,-,13.83,-,-,88.0,-
90,臺北市,2003/01/19,陽明,2.5,0.62,-,55.9,-,43,-,3.16,0.22,2.94,-,-,-,11.46,-,91.0,55.0,-
91,臺北市,2003/01/19,士林,2.6,1.22,-,43.2,-,106,-,19.61,1.2,18.4,-,-,-,16.9,-,-,78.0,-
92,臺北市,2003/01/18,松山,2.6,0.74,391.33,15.1,-,30,-,41.67,12.93,28.74,-,-,-,20.17,-,-,30.0,-
93,臺北市,2003/01/18,古亭,1.8,0.99,-,15.4,-,43,21.45,54.3,23.05,31.24,2.817,0.8,2.02,20.19,-,-,43.0,-
94,臺北市,2003/01/18,中山,6.0,0.91,-,10.1,-,69,-,62.79,24.49,38.3,2.913,0.6,2.32,21.05,-,-,60.0,-
95,臺北市,2003/01/18,大同,6.7,3.21,-,-,-,-,-,183.06,132.24,50.82,4.367,1.82,2.54,21.36,-,-,50.0,-
96,臺北市,2003/01/18,萬華,3.6,1.22,-,15.2,-,44,-,50.96,18.88,32.08,-,-,-,16.4,-,-,44.0,-
97,臺北市,2003/01/18,陽明,1.1,0.26,488.36,38.7,-,10,-,2.89,0.23,2.67,-,-,-,14.17,-,92.0,35.0,-
98,臺北市,2003/01/18,士林,1.9,0.45,-,22.1,-,23,-,41.94,16.14,25.7,-,-,-,19.64,-,-,29.0,-
99,臺北市,2003/01/17,松山,1.6,0.67,390.04,16.4,-,28,-,41.76,16.59,25.17,-,-,-,19.97,-,-,33.0,-
100,臺北市,2003/01/17,古亭,1.6,0.9,-,15.1,-,27,13.68,51.82,26.65,25.17,-,-,-,19.63,-,-,30.0,-
101,臺北市,2003/01/17,中山,4.9,0.97,-,10.0,-,34,-,68.23,34.06,34.38,3.028,0.61,2.42,20.75,-,-,34.0,-
102,臺北市,2003/01/17,大同,6.3,4.15,-,-,-,-,-,230.3,179.92,50.39,4.86,2.26,2.6,21.04,-,-,64.0,-
103,臺北市,2003/01/17,萬華,1.4,1.17,-,14.6,-,21,-,42.55,16.02,26.53,-,-,-,17.32,-,-,30.0,-
104,臺北市,2003/01/17,陽明,2.3,0.26,482.24,43.4,-,10,-,1.74,0.2,1.54,-,-,-,14.8,-,87.0,39.0,-
105,臺北市,2003/01/17,士林,1.6,0.95,-,17.3,-,29,-,70.85,39.76,31.17,-,-,-,18.95,-,-,34.0,-
106,臺北市,2003/01/16,松山,3.1,0.62,388.93,17.8,-,29,-,41.05,15.04,26.01,-,-,-,17.58,-,-,29.0,-
107,臺北市,2003/01/16,古亭,2.9,0.82,-,18.0,-,30,12.82,48.94,20.99,27.95,1.401,0.49,0.91,17.95,-,-,30.0,-
108,臺北市,2003/01/16,中山,6.6,0.75,-,12.4,-,38,-,57.24,23.78,33.46,2.772,0.48,2.29,18.71,-,-,38.0,-
109,臺北市,2003/01/16,大同,7.0,3.76,-,-,-,-,-,196.92,146.62,50.3,4.652,2.21,2.44,19.19,-,-,60.0,-
110,臺北市,2003/01/16,萬華,-,1.03,-,17.7,-,24,-,39.93,13.0,26.93,-,-,-,18.5,-,-,26.0,-
111,臺北市,2003/01/16,陽明,3.2,0.24,457.52,48.4,-,13,-,1.46,0.17,1.29,-,-,-,12.01,-,91.0,43.0,-
112,臺北市,2003/01/16,士林,4.9,0.42,-,27.5,-,18,-,28.41,5.21,23.2,-,-,-,17.94,-,-,37.0,-
113,臺北市,2003/01/15,松山,3.4,0.48,385.94,25.8,-,41,-,29.41,5.04,24.37,-,-,-,14.84,-,-,46.0,-
114,臺北市,2003/01/15,古亭,1.2,0.52,-,30.0,-,34,22.64,24.3,6.7,17.6,2.208,0.54,1.67,14.67,-,-,46.0,-
115,臺北市,2003/01/15,中山,3.8,0.61,-,20.9,-,55,-,43.2,13.81,29.38,2.596,0.36,2.24,15.6,-,-,52.0,-
116,臺北市,2003/01/15,大同,6.8,2.84,-,-,-,-,-,165.31,118.84,46.48,4.016,1.67,2.34,16.17,-,-,51.0,-
117,臺北市,2003/01/15,萬華,-,0.62,-,27.6,-,35,-,27.15,5.28,21.87,-,-,-,15.16,-,-,45.0,-
118,臺北市,2003/01/15,陽明,1.5,0.36,214.17,50.8,-,27,-,1.58,0.09,1.49,-,-,-,7.41,-,97.0,55.0,-
119,臺北市,2003/01/15,士林,1.9,0.35,-,37.2,-,25,-,15.92,1.47,14.44,-,-,-,14.44,-,-,52.0,-
120,臺北市,2003/01/14,松山,4.4,0.83,404.85,26.0,-,55,-,56.1,26.17,29.93,-,-,-,16.72,-,-,52.0,-
121,臺北市,2003/01/14,古亭,1.9,0.91,-,26.6,-,46,28.19,52.55,23.33,29.22,2.569,0.73,1.84,16.99,-,-,46.0,-
122,臺北市,2003/01/14,中山,4.2,1.06,-,21.5,-,69,-,80.0,40.67,39.34,3.301,0.63,2.67,17.71,-,-,60.0,-
123,臺北市,2003/01/14,大同,6.6,3.53,-,-,-,-,-,194.93,136.01,58.92,4.767,1.85,2.92,18.05,-,-,53.0,-
124,臺北市,2003/01/14,萬華,-,1.39,-,22.9,-,50,-,57.2,23.86,33.34,-,-,-,17.36,-,-,50.0,-
125,臺北市,2003/01/14,陽明,2.3,0.34,0.0,64.5,-,24,-,2.27,0.05,2.22,-,-,-,11.12,-,78.0,65.0,-
126,臺北市,2003/01/14,士林,1.6,0.86,-,35.5,-,36,-,45.95,23.44,24.59,-,-,-,16.05,-,-,56.0,-
127,臺北市,2003/01/13,松山,2.3,1.14,405.23,15.7,-,53,-,-,-,-,-,-,-,16.15,-,-,52.0,-
128,臺北市,2003/01/13,古亭,1.7,1.16,-,18.5,-,43,29.88,61.86,29.61,32.25,2.675,0.83,1.85,16.01,-,-,46.0,-
129,臺北市,2003/01/13,中山,3.2,1.18,-,12.2,-,72,-,78.93,34.33,44.59,3.29,0.71,2.58,16.91,-,-,61.0,-
130,臺北市,2003/01/13,大同,4.9,2.39,-,-,-,84,-,132.8,86.83,45.97,3.964,1.27,2.7,17.08,-,-,67.0,-
131,臺北市,2003/01/13,萬華,4.0,1.42,-,16.5,-,47,-,76.04,32.98,42.01,-,-,-,16.86,-,-,47.0,-
132,臺北市,2003/01/13,陽明,0.9,0.3,-,49.9,-,27,-,2.86,0.14,2.71,-,-,-,9.94,-,96.0,50.0,-
133,臺北市,2003/01/13,士林,1.5,1.25,-,14.8,-,49,-,83.26,38.78,44.48,-,-,-,15.52,-,-,49.0,-
134,臺北市,2003/01/12,松山,3.3,0.67,390.31,24.1,-,60,-,-,-,-,-,-,-,14.57,-,-,55.0,-
135,臺北市,2003/01/12,古亭,1.7,0.64,-,27.5,-,42,33.74,32.77,9.2,23.57,2.215,0.58,1.63,14.62,-,-,42.0,-
136,臺北市,2003/01/12,中山,3.5,0.75,-,19.1,-,61,-,47.13,11.69,35.44,2.704,0.38,2.33,15.5,-,-,56.0,-
137,臺北市,2003/01/12,大同,5.0,2.81,-,-,-,78,-,172.56,120.38,52.18,3.651,1.2,2.45,16.03,-,-,64.0,-
138,臺北市,2003/01/12,萬華,2.9,0.88,-,26.3,-,44,-,36.15,7.41,28.74,-,-,-,15.41,-,-,44.0,-
139,臺北市,2003/01/12,陽明,4.6,0.39,-,52.5,-,45,-,3.4,0.1,3.29,-,-,-,8.49,-,86.0,54.0,-
140,臺北市,2003/01/12,士林,2.5,0.44,-,42.1,-,40,-,17.4,1.62,15.78,-,-,-,14.93,-,-,48.0,-
141,臺北市,2003/01/11,松山,5.1,1.16,406.59,26.2,-,98,-,-,-,-,-,-,-,13.53,-,-,74.0,-
142,臺北市,2003/01/11,古亭,4.1,1.01,-,27.2,-,89,58.19,45.19,13.26,31.93,2.303,0.68,1.62,13.74,-,-,70.0,-
143,臺北市,2003/01/11,中山,7.4,1.32,-,20.8,-,121,-,76.49,31.16,45.89,3.243,0.62,2.63,14.53,-,-,86.0,-
144,臺北市,2003/01/11,大同,8.4,2.63,-,-,-,135,-,194.04,131.39,62.65,3.882,1.24,2.64,14.97,-,-,92.0,-
145,臺北市,2003/01/11,萬華,7.3,1.21,-,27.3,-,79,-,43.43,8.89,34.54,-,-,-,14.76,-,-,64.0,-
146,臺北市,2003/01/11,陽明,9.9,0.66,-,63.1,-,69,-,4.43,0.09,4.33,-,-,-,7.77,-,83.0,64.0,-
147,臺北市,2003/01/11,士林,5.7,0.92,-,38.8,-,71,-,36.92,6.36,30.56,-,-,-,13.43,-,-,60.0,-
148,臺北市,2003/01/10,松山,1.2,0.87,396.69,14.5,-,36,-,-,-,-,-,-,-,13.79,-,-,36.0,-
149,臺北市,2003/01/10,古亭,1.6,0.98,-,14.4,-,38,19.91,57.3,22.93,34.37,2.638,0.77,1.87,13.64,-,-,38.0,-
150,臺北市,2003/01/10,中山,1.8,0.9,-,13.2,-,51,-,57.05,16.29,40.76,2.859,0.51,2.35,14.83,-,-,50.0,-
151,臺北市,2003/01/10,大同,5.1,1.4,-,-,-,51,-,114.36,71.58,42.78,3.15,0.88,2.27,14.94,-,-,50.0,-
152,臺北市,2003/01/10,萬華,-,0.81,-,20.5,-,27,-,39.64,10.36,29.27,-,-,-,14.42,-,-,29.0,-
153,臺北市,2003/01/10,陽明,2.1,0.34,-,48.6,-,16,-,1.87,0.07,1.8,-,-,-,7.87,-,98.0,50.0,-
154,臺北市,2003/01/10,士林,0.8,0.81,-,18.9,-,26,-,53.59,12.31,35.46,-,-,-,13.31,-,-,29.0,-
155,臺北市,2003/01/09,松山,1.1,0.48,383.17,22.3,-,20,-,24.12,3.43,20.68,-,-,-,17.26,-,-,29.0,-
156,臺北市,2003/01/09,古亭,1.2,0.68,-,17.4,-,22,11.66,39.5,12.24,27.26,2.418,0.65,1.77,17.23,-,-,25.0,-
157,臺北市,2003/01/09,中山,0.8,0.61,-,17.5,-,27,-,36.46,8.74,27.72,2.636,0.39,2.24,18.25,-,-,27.0,-
158,臺北市,2003/01/09,大同,5.4,2.28,-,-,-,39,-,130.78,87.35,43.43,3.749,1.47,2.27,18.63,-,-,39.0,-
159,臺北市,2003/01/09,萬華,-,0.86,-,18.3,-,18,-,29.32,4.7,24.62,-,-,-,17.96,-,-,28.0,-
160,臺北市,2003/01/09,陽明,0.5,0.22,-,44.6,-,17,-,0.85,0.08,0.75,-,-,-,11.64,-,99.0,39.0,-
161,臺北市,2003/01/09,士林,0.6,0.44,-,28.1,-,17,-,20.9,2.09,18.81,-,-,-,17.32,-,-,33.0,-
162,臺北市,2003/01/08,松山,1.4,0.58,385.89,20.2,-,26,-,35.39,10.09,25.3,-,-,-,15.04,-,-,32.0,-
163,臺北市,2003/01/08,古亭,0.7,0.71,-,17.9,-,24,11.69,43.45,16.1,27.35,2.43,0.59,1.84,15.06,-,-,25.0,-
164,臺北市,2003/01/08,中山,1.2,0.63,-,14.4,-,30,-,44.58,12.88,31.7,2.671,0.41,2.26,15.88,-,-,30.0,-
165,臺北市,2003/01/08,大同,6.4,3.22,-,-,-,56,-,189.41,140.3,49.12,4.474,2.06,2.41,16.55,-,-,53.0,-
166,臺北市,2003/01/08,萬華,-,0.9,-,17.4,-,14,-,34.21,7.15,27.06,-,-,-,15.97,-,-,26.0,-
167,臺北市,2003/01/08,陽明,0.5,0.2,-,43.9,-,19,-,0.73,0.06,0.65,-,-,-,8.65,-,99.0,38.0,-
168,臺北市,2003/01/08,士林,2.7,0.4,-,27.9,-,14,-,23.0,2.51,22.24,-,-,-,15.06,-,-,31.0,-
169,臺北市,2003/01/07,松山,0.6,0.46,382.32,25.5,-,11,-,15.39,3.3,11.41,-,-,-,13.61,-,-,31.0,-
170,臺北市,2003/01/07,古亭,0.6,0.72,-,17.0,-,14,5.98,44.3,16.46,27.84,2.456,0.63,1.83,13.66,-,-,29.0,-
171,臺北市,2003/01/07,中山,0.6,0.67,-,13.8,-,16,-,46.14,14.71,31.43,2.655,0.42,2.23,14.93,-,-,25.0,-
172,臺北市,2003/01/07,大同,7.6,-,-,-,-,51,-,207.65,157.65,50.0,3.897,2.0,1.89,15.4,-,-,58.0,-
173,臺北市,2003/01/07,萬華,-,0.81,-,13.7,-,13,-,42.71,12.34,30.38,-,-,-,14.6,-,-,26.0,-
174,臺北市,2003/01/07,陽明,0.5,0.19,-,42.9,-,17,-,0.81,0.05,0.77,-,-,-,8.66,-,99.0,37.0,-
175,臺北市,2003/01/07,士林,0.5,0.46,-,26.0,-,12,-,27.34,6.11,21.23,-,-,-,13.94,-,-,34.0,-
176,臺北市,2003/01/06,松山,1.2,0.45,382.43,22.8,-,23,-,28.11,5.08,23.03,-,-,-,13.88,-,-,30.0,-
177,臺北市,2003/01/06,古亭,0.6,0.5,-,23.8,-,20,12.15,28.37,8.9,19.48,1.865,0.45,1.42,13.9,-,-,31.0,-
178,臺北市,2003/01/06,中山,1.3,0.47,-,20.3,-,26,-,34.7,8.75,25.94,2.511,0.33,2.19,14.86,-,-,26.0,-
179,臺北市,2003/01/06,大同,9.4,-,-,-,-,40,-,154.07,111.7,42.37,3.399,1.68,1.72,15.34,-,-,40.0,-
180,臺北市,2003/01/06,萬華,-,0.42,-,22.6,-,15,-,27.15,6.33,20.82,-,-,-,14.36,-,-,27.0,-
181,臺北市,2003/01/06,陽明,0.6,0.2,-,42.8,-,13,-,1.21,0.01,1.19,-,-,-,7.55,-,97.0,37.0,-
182,臺北市,2003/01/06,士林,1.0,0.28,-,34.6,-,12,-,14.12,2.44,11.68,-,-,-,14.05,-,-,34.0,-
183,臺北市,2003/01/05,松山,3.9,0.44,383.18,33.0,-,57,-,16.84,1.2,15.64,-,-,-,11.45,-,-,54.0,-
184,臺北市,2003/01/05,古亭,2.3,0.43,-,27.5,-,53,32.32,24.66,5.18,19.49,2.176,0.39,1.79,11.24,-,-,52.0,-
